대분류,분류명,분류설명,중분류,분류명,분류설명,소분류,분류명,분류설명,세분류,분류명,분류설명,최초등록일,수정일
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3016,내장마감재,"건축물의 공간을 구성하는 구조체의 내부면에 대한 마무리와 장식을 겸한 재료로서 천정재,내부벽재,내부 바닥재를 포함함",301619,몰딩및목공제품,"건물의 기둥,벽,기물의 돌출부,가장자리를 따라 선이 생기도록 만들어진 장식면과 기단(基壇),문설주,주두,아치 등의 모서리나 표면을 밀어서 두드러지거나 오목하게 만드는 장식법을 말하며 루버,기둥,지주,목재몰딩,문선,계단논슬립 등이 포함됨",30161906,몰딩,"기단(基壇),문설주,주두,아치 등의 모서리나 표면을 밀어서 두드러지거나 오목하게 만드는 장식법건축물을 말하며,선을 두르는 장식법의 하나로 여러 가지 패턴이 있으나, 일반적으로 건축물의 띠 모양으로 연속된 돌출부 요철면의 단면을 말한다.가구 등의 꼭대기 부분이나 요철이 있는 부분에 대상으로 길게 연속시키는 테두리로 전각(轉刻) 또는 조형(繰形)이라고도 한다.테두리 장식으로 여길 수 있으나 부재의 접합부를 미적으로 처리하고 벽면을 보호하는 역활도 함",2006-08-08 오후 3:02:00,2009-04-03 오후 1:45:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3017,창호및유리,"건물 내부를 외부와 차단시키기 위해 창이나 출입구 등의 개구부(開口部)에 설치되는 각종의 창이나 문을 지칭하는 것으로 창호(문짝,문틀)는 사용재료에 따라 목제창호와 금속제창호,플라스틱에 의한 문이나 창틀 등도 포함함. 유리는 규사,탄산나트륨,탄산칼슘 등을 고온으로 녹인 후 냉각하면 생기는 투명도가 높은 물체를 말하며,여기서는 건축용유리및 유리블록만 포함함. 단 제외품목은 차량용유리,유리봉,유리대,유리관,광학유리 제품재료(미가공유리),절연용유리,안과용 유리재료,광섬유제 등은 제외함",301715,문,"문은 한 장소의 경계나 건축물의 입구 또는 사람이 드나드는 곳에 개폐할 수 있도록 만들어 놓은 구조물을 의미하며,문의 종류는 기능,위치,재료,형태별로 구분할 수 있으며,유리문,목재문,금속제문,방풍문,회전문,자동문 등이 포함되며,여기에서는 창호철물류(31162800;기타철물류에서 분류함),방충망(31163400;금속망에서 분류함)은 제외함",30171504,목재문,건축물 또는 방의 입구에 부속되는 것으로 개구부를 개폐하고 실내 또는 방을 외부와 차단하는 기능을 가진부분 중 목재로 된 문들을 포함함,2006-08-08 오후 3:02:00,2007-02-22 오전 10:26:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3017,창호및유리,"건물 내부를 외부와 차단시키기 위해 창이나 출입구 등의 개구부(開口部)에 설치되는 각종의 창이나 문을 지칭하는 것으로 창호(문짝,문틀)는 사용재료에 따라 목제창호와 금속제창호,플라스틱에 의한 문이나 창틀 등도 포함함. 유리는 규사,탄산나트륨,탄산칼슘 등을 고온으로 녹인 후 냉각하면 생기는 투명도가 높은 물체를 말하며,여기서는 건축용유리및 유리블록만 포함함. 단 제외품목은 차량용유리,유리봉,유리대,유리관,광학유리 제품재료(미가공유리),절연용유리,안과용 유리재료,광섬유제 등은 제외함",301715,문,"문은 한 장소의 경계나 건축물의 입구 또는 사람이 드나드는 곳에 개폐할 수 있도록 만들어 놓은 구조물을 의미하며,문의 종류는 기능,위치,재료,형태별로 구분할 수 있으며,유리문,목재문,금속제문,방풍문,회전문,자동문 등이 포함되며,여기에서는 창호철물류(31162800;기타철물류에서 분류함),방충망(31163400;금속망에서 분류함)은 제외함",30171599,창호,"건물 내부를 외계와 차단시키기 위해 창이나 출입구 등의 개구부(開口部)에 설치되는 각종의 창이나 문, 또는 실내공간 그 자체를 서로 구분하기 위해 설치하는 장지나 맹장지 등 개폐 및 탈착을 자유롭게 할 수 있는 가동성의 공작물을 총칭함.",2006-08-08 오후 3:02:00,2011-04-01 오후 12:34:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3017,창호및유리,"건물 내부를 외부와 차단시키기 위해 창이나 출입구 등의 개구부(開口部)에 설치되는 각종의 창이나 문을 지칭하는 것으로 창호(문짝,문틀)는 사용재료에 따라 목제창호와 금속제창호,플라스틱에 의한 문이나 창틀 등도 포함함. 유리는 규사,탄산나트륨,탄산칼슘 등을 고온으로 녹인 후 냉각하면 생기는 투명도가 높은 물체를 말하며,여기서는 건축용유리및 유리블록만 포함함. 단 제외품목은 차량용유리,유리봉,유리대,유리관,광학유리 제품재료(미가공유리),절연용유리,안과용 유리재료,광섬유제 등은 제외함",301716,창문,"창문은 건축물에서 벽면 또는 지붕에 설치하는 개구부(開口部) 중 사람이 출입하지 않는 문을 의미하며,창문의 종류로는 미닫이창,여닫이창,채광창,붙박이창,환기창,보조창 및 순수한 장식용 창,내민창,들창,회전창 등이 있음",30171619,금속제창,"금속제 창문이란 창틀 내에 설치되어 채광,환기,전망의 목적에 따라 개페가 가능한 구조로 된것을 말하며, 재료는 알루미늄합금,스테인리스, 철판과 같이 금속으로 된 것이 이에 속하며 플라스틱이나 목제는 제외함",2006-08-08 오후 3:02:00,2009-04-03 오후 1:45:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3017,창호및유리,"건물 내부를 외부와 차단시키기 위해 창이나 출입구 등의 개구부(開口部)에 설치되는 각종의 창이나 문을 지칭하는 것으로 창호(문짝,문틀)는 사용재료에 따라 목제창호와 금속제창호,플라스틱에 의한 문이나 창틀 등도 포함함. 유리는 규사,탄산나트륨,탄산칼슘 등을 고온으로 녹인 후 냉각하면 생기는 투명도가 높은 물체를 말하며,여기서는 건축용유리및 유리블록만 포함함. 단 제외품목은 차량용유리,유리봉,유리대,유리관,광학유리 제품재료(미가공유리),절연용유리,안과용 유리재료,광섬유제 등은 제외함",301719,창틀,"창틀은 금속제,플라스틱,목재의 창틀(새시)을 말하며,바깥에 끼워지는 나무로 만든 창문틀이나 금속제의 창틀,플라스틱제의 창틀 모두를 포함함",30171907,금속제창틀,"금속제 창틀이란 창문을 다는 벽둘레의 뼈대로서, 재료는 알루미늄합금,스테인리스, 철판과 같이 금속으로 된 것이 이에 속하며 프라스틱이나 목제는 제외함",2006-08-08 오후 3:02:00,
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181501,욕조,"목욕물을 담아두는 통이나,목욕 등을 할 수 있는 조립식 욕실을 말하며,여기에는 월풀욕조,DBR,SBR,UBR 등이 포함된다.여기서 샤워부스는 제외함",2006-08-08 오후 3:02:00,2008-02-01 오전 10:46:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181503,샤워기,"목욕이나 샤워를 할 때 키보다 높은 곳에 설치하여 물뿌리개와 같이 물을 분출하는 것을 샤워기라 한다.전에는 고정식이 많았으나 최근에는 노즐을 이용한 핸드샤워와 같이 자유로이 이동할 수 있는 제품이 많다. 종류로는 줄 샤워기, 노출 샤워기, 절수식 샤워기 등이 있다.",2006-08-08 오후 3:02:00,
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181505,대변기,"화장실에 설치하며,사람들이 대변이나 소변시에 사용할 수 있도록 만든 위생기구이다. 재질은 도기질로 되어 있으며 모양은 동양식과 서양식이 있음",2006-08-08 오후 3:02:00,
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181506,소변기,"화장실에 설치하며,사람들이 소변을 볼 수 있도록 만든 위생 기구이다. 모양으로는 씻겨내리는형,벽걸이형,스톨형,트랩달린 스톨형,벽걸이 스톨형,절수형등의 제품이 있음",2006-08-08 오후 3:02:00,2006-11-01 오후 1:16:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181517,절수기,"급수, 급탕에 사용하는 세면, 세척용이나 물받이용 수도꼭지류의 토출구에 설치하여 물 절약효과를 가져오는 기기로서, 주로 세면기, 주방, 샤워기 등에 사용된다. 단 화장실 양변기의 절수장치(4510-010)는 제외함",2006-08-08 오후 3:02:00,
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3018,배관및위생도기류,"위생도기는 도자기로 된 위생기구를 칭하며,여기에는 욕조,비데,샤워기,대변기,소변기,소제씽크,휴지걸이,비누접시,수건걸이,변기시트,변기탱크 등을 포함함. 여기서 제외 품목은 호스,파이프 및 튜브의 결합용품,수도꼭지 등은 제외함",301815,위생도기,"위생도기는 도자기로 된 위생기구를 말하며,소재의 재질은 용화소지질(溶化素地質),화장(化粧)소지질,경질소지질의 세 종류가 있으며, 각 소지에 유약을 입혀서 만듬. 초벌구이 온도는 1,060∼1,250℃ 정도인데 보통 소지에 유약을 입혀서 한번에 소성하는 방법을 택하고 있음.대표적인 품목으로는 보통형 대변기,트랩이 붙은 대변기,사이펀제트 대변기,서양식 좌변기,소변기,스톨소변기,세면기,수세기,욕조,비데,비누대,수건걸이등을 포함하며,수전금구류(40141700;배관비품및부품 에서 분류함),트랩,앵글밸브,브라켓 등은 제외함",30181519,수도꼭지,0,2006-08-08 오후 3:02:00,
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3019,건설및시설운용자재,"건축공사에서 본공사를 위하여 필요한 일시적인 설비를 하는 공사에 소요되는 자재로서 비계,콘크리트 거푸집,건축용 사다리 및 계단사다리,안전발판 등이 포함되며, 제외 품목은 시설물에 고정 부착되는 사다리,차량용 사다리는 제외함",301917,기타건설및시설운용자재,"철근 콘크리트 구조물 공사시 사용되는 가설자재류로서 각종 거푸집 및 거푸집 부속철물,거푸집의 하중을 지탱하는 써포트, 스크류잭,도로 굴착시 굴착된 노면에 차량이나 사람의 통행을 할 수 있도록 임시로 덮는 복공판,안전방책,도로용 공사표지판 등이 포함됨",30191710,안전칸막이,"이동식 안전휀스라고도 말하며,도로를 보수 공사할 때 사용하는 차량이나 통행인의 유도에 필요한 교통안전 시설물로서 도로상에 설치하는 가설펜스의 일종으로 보통 노란색 바탕에 145cm x 180cm 정도의 크기를 갖고 안전제일 표시나 시행청명 또는 공사명 등을 명기 한다.설치시는 보통 매 칸막이마다 경광등이나 소형전구를 부착하며,재질은 철제,PE제품 등이 있음",2006-08-08 오후 3:02:00,2006-12-27 오전 9:28:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3019,건설및시설운용자재,"건축공사에서 본공사를 위하여 필요한 일시적인 설비를 하는 공사에 소요되는 자재로서 비계,콘크리트 거푸집,건축용 사다리 및 계단사다리,안전발판 등이 포함되며, 제외 품목은 시설물에 고정 부착되는 사다리,차량용 사다리는 제외함",301917,기타건설및시설운용자재,"철근 콘크리트 구조물 공사시 사용되는 가설자재류로서 각종 거푸집 및 거푸집 부속철물,거푸집의 하중을 지탱하는 써포트, 스크류잭,도로 굴착시 굴착된 노면에 차량이나 사람의 통행을 할 수 있도록 임시로 덮는 복공판,안전방책,도로용 공사표지판 등이 포함됨",30191712,갈매기표지판,"공사 안전시설 용품으로 도로 공사를 하는 장소나 도로상의 운전자에게 경각심을 주기 위해 도로상에 설치하는 교통안전시설물로서 흰색바탕에 적색 꺾음표시를 하고 크기는 보통 90cm x 45cm,70cm x 35cm,60cm x 30cm로 한다.설치는 차량 진행방향에 직각으로하고 설치높이는 140~170cm를 기준으로 함",2006-08-08 오후 3:02:00,2006-12-01 오전 10:38:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3020,조립식건물,"미리 가공된 건축부품을 건설현장에서 조립하여 만드는 건축방식으로서,공중지지대 구조물과 조립식,수송식 및 적립식 또는 부지에 조립되는 건축물들을 포함함.",302017,상업및산업용조립건물,"점포나 상업을 목적으로 하는 건물,공장건축물,건설현장 사무실 및 식당 등 산업을 위한 목적을 대상으로 하는 조립식건축물은 이에 포함됨",30201706,이동식화장실,"공원이나 산 등의 장소에 임시로 설치한 화장실로, 내부식성이 강한 플라스틱의 재질로 된것이 많으며, 악취를 제거하기 위하여 태양열집열판을 이용하여 전기를 얻어 냄새를 제거하는 것도 있다.",2006-08-08 오후 3:02:00,2007-08-10 오후 1:20:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3020,조립식건물,"미리 가공된 건축부품을 건설현장에서 조립하여 만드는 건축방식으로서,공중지지대 구조물과 조립식,수송식 및 적립식 또는 부지에 조립되는 건축물들을 포함함.",302017,상업및산업용조립건물,"점포나 상업을 목적으로 하는 건물,공장건축물,건설현장 사무실 및 식당 등 산업을 위한 목적을 대상으로 하는 조립식건축물은 이에 포함됨",30201716,조립식구조물,기타 잡종 조립식 구조물로서 시설공사 성격의 물품,2006-08-08 오후 3:02:00,2007-08-20 오전 10:28:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3022,상설건물,"사용목적에 유익하도록 건조된 공작 구조물로서 여기에는 상업 및 오락용건물,각종 수송구조물,공공 및 공익건물,편의시설,종교건물,교육 및 연구기관 등이 포함됨",302210,상업및오락용건물,"상품을 사고팔아 이익을 위한 사업,또는 그러한 목적으로 하는 사업 및 일반적으로 여가,레저(leisure:자유시간)에 개인적 또는 집단적으로 외적 보수나 생존의 필요 때문에 강제됨이 없이,일 자체에 직접적인 의미가 부여되는 자유롭고 즐거운 활동을 하기 위하여 만든 건축물들을 포함하며,여기에는 매점,동물원,쇼핑센터,극장,정원,인공폭포,음수기,공원 등이 포함됨",30221016,인공폭포,"높이가 있는 경사지 및 단(段)에 물을 이용,인위적으로 낙차(落差)를 조성하여 폭포를 형성시킴으로써 미적 효과를 제공해 주는 시설로서,공원,시가지,정원 혹은 실내의 미관,위락을 목적으로 자연과 유사하게 인공암석을 사용하여 인위적으로 만든 소규모의 인조된 폭포를 말하며 재료는 FRP와 시멘트를 주로사용하여 철구조물 형태에 맞추고 인공암석의 표면에 색을 입혀서 자연스러운 분위기에서 폭포수가 순환되도록 조경함",2006-08-08 오후 3:02:00,2007-02-15 오후 2:43:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3023,이동식구조물,"일정한 설계에 의해 만들어진 이동 가능한 구조물로서, 그랜드 스탠드 및 야외석, 이동식 상용 및 산업용 조립 구조물, 천막 및 막 구조물 등으로 나뉘어 분류됨.",302302,도로시설재,"안전하고 원활한 도로교통을 확보하고 도로구조의 보전(保全)을 도모하기 위하여, 도로의 노측(路側) 또는 차도(車道)에 설치하는 도로안전 시설자재로서 도로표지판,가드레일,도로표지병 등이 포함되며,도로포장재,보차도경계석,가로등,교통신호등,낙석방지책,방음벽,각종맨홀,오.배수관 등은 여기 분류에서는 제외함",30230202,볼라드,"주로 보행자의 보행공간을 확보하기 위하여 차도와 보도 사이에 설치하거나,보도내에서 좌우 통행을 분리하거나,차량 운전자의 시선 유도로 안전 보행을 하기 위하여 설치하는 것과 부두의 선박 정박을 위하여 로프를 메는 볼라드가 있으며,모양은 주로 원기둥 형태이고 재질은 스테인리스 스틸,알미늄,석재,주철과 같은 다양한 소재가 사용 됨",2006-08-08 오후 3:02:00,2009-09-03 오전 10:49:00
30,건자재,"구조물과 도로의 건설,수리,유지에 사용되는 부품,자재,시스템 structural shapes 구조물,조립식 구조물,내장,외장 마감재,전기와 배관 장치,판재,건자재,콘크리트 등을 포함함",3023,이동식구조물,"일정한 설계에 의해 만들어진 이동 가능한 구조물로서, 그랜드 스탠드 및 야외석, 이동식 상용 및 산업용 조립 구조물, 천막 및 막 구조물 등으로 나뉘어 분류됨.",302302,도로시설재,"안전하고 원활한 도로교통을 확보하고 도로구조의 보전(保全)을 도모하기 위하여, 도로의 노측(路側) 또는 차도(車道)에 설치하는 도로안전 시설자재로서 도로표지판,가드레일,도로표지병 등이 포함되며,도로포장재,보차도경계석,가로등,교통신호등,낙석방지책,방음벽,각종맨홀,오.배수관 등은 여기 분류에서는 제외함",30230299,카스토퍼,고무나 플라스틱 등으로 만든 제품으로서 차량주차 시 안전주차를 유도하여 차량 및 시설물을 보호한다.,2006-08-08 오후 3:02:00,2009-09-03 오전 10:49:00
31,제조부품,"제조와 건설 과정에서 일반적으로 사용되고 소비되는 부품과 공급품, 주형물, 단조물, 성형틀, 파스너, 베어링, 투관, 공업용 바퀴, 스프로켓, 기어, 가스켓, 봉인, 스프링과 같은 공업용 제품, 연마재, 공업용 접착제, 밀봉제, 용매, 페인트, 애벌 칠제, 마무리 칠제, 염료 등을 포함함",3120,접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질. 접착제는 일반적으로 다음 세 가지로 대별할 수 있음. ① 물에 녹인 녹말풀, 가솔린에 녹인 고무풀, 시너에 녹인 폴리아세트산비닐계(系) 등과 같이 고분자를 용액으로 사용하는 접착제, ② 시아노아크릴레이트, 비스아크릴레이트 등과 같이 처음에는 저분자의 액상이던 것이 붙은 다음에 중합반응으로 고분자가 되는 접착제, ③ 고분자의 고체를 가열하여 용융시켜 붙이는 접착제(핫멜트법)가 있음",312015,접착테이프,"셀로판이나 비닐 필름의 한쪽 면에 점착제를 칠한 테이프로서, 서류나 장부의 겉손질, 보강, 정리 등을 능률적으로 깨끗하고 보기 좋게 하기 위해서 이용되며, 전기의 절연에 공업용, 포장용으로도 대량 사용되고 있음",31201502,절연테이프,"전기기기, 통신기기, 기타 전선, 케이블 및 그 접속부분 등의 절연에 사용되는 테이프로, 종이·면·고무·견·유리·섬유·바니시·마이카·석면 등 여러 종류가 있음.",2006-08-08 오후 3:02:00,2011-03-15 오후 2:20:00
31,제조부품,"제조와 건설 과정에서 일반적으로 사용되고 소비되는 부품과 공급품, 주형물, 단조물, 성형틀, 파스너, 베어링, 투관, 공업용 바퀴, 스프로켓, 기어, 가스켓, 봉인, 스프링과 같은 공업용 제품, 연마재, 공업용 접착제, 밀봉제, 용매, 페인트, 애벌 칠제, 마무리 칠제, 염료 등을 포함함",3120,접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질. 접착제는 일반적으로 다음 세 가지로 대별할 수 있음. ① 물에 녹인 녹말풀, 가솔린에 녹인 고무풀, 시너에 녹인 폴리아세트산비닐계(系) 등과 같이 고분자를 용액으로 사용하는 접착제, ② 시아노아크릴레이트, 비스아크릴레이트 등과 같이 처음에는 저분자의 액상이던 것이 붙은 다음에 중합반응으로 고분자가 되는 접착제, ③ 고분자의 고체를 가열하여 용융시켜 붙이는 접착제(핫멜트법)가 있음",312016,기타접착제및밀폐제,"접착제는 두 물체를 서로 접합하는 데 사용하는 물질을 말하며, 사용목적에 따라 다음과 같이 구분함. (1) 점착제(粘着劑):셀로판테이프, 플라스틱테이프(비닐테이프), 크라프트테이프, 천테이프(반창고) 등은 점착제를 각각의 소지(素地)에 바르고, 눌러 붙이게 한 것으로, 다음 세 가지 성분으로 되어 있음. ① 주재(主材):고무계,아크릴계 등(최근에는 소량의 교차결합화한 것도 있음), ② 점착보조제:에스테르고무,로진계,페놀수지 등, ③ 가소제:프탈산에스테르, 피마자유, 저분자량의 폴리이소부틸렌 등. (2) 접촉접착제:양면에 도포하여 건조시켜 붙이면 시간이 경과함에 따라 경화하는 것으로, 클로로프렌계가 많이 사용되며, 점착제에 포함시키기도 함. (3) 재습성(再濕性) 접착제:우표의 풀은 녹말계이며, 물로 적셔 붙임. 크라프트테이프에 아교나 수용성 고분자를 발라서 물에 적셔 붙이는 것도 있으므로, 접착되는 상대인 고체를 적셔 밀착시키는 것도 있음. (4)수용제(시너)에 고분자를 녹여서 사용하는 것:일반 접착제에 많음. (5)고분자를 에멀션(乳劑)으로 하여 물에 분산시켜 사용하는 것. (6)무용제형(無溶劑型):에폭시계, 시아노아크릴레이트계 등. 붙은 다음에 고분자화하는 것으로서, 핫멜트법도 여기에 포함됨. (7)필름상(狀) 접착제:페놀계 수지를 엷은 종이(테고접착체)에 흡수시켜 고체 사이에 넣고 압착, 가열하는 경우, 또한 유리와 유리를 접착시키는 데는 폴리비닐알코올의 아세탈수지를 얇은 막으로 하여 사이에 넣는다든지, 금속의 경우에는 에폭시계 수지를 유리포(布)에 적셔, 사이에 넣고 압착하는 방법 등을 실시함. (8)바인더:코르크의 분말로 큰 성형물을 만드는 경우, 섬유를 모아 부직포(不織布)를 만드는 경우에 사용됨. 단, (1)점착제는 테이프류에 분류하여, 여기서는 제외함. 실란트는 각 재료의 이음매 부분이나 균열 등에 의해서 생긴 작은 틈새를 밀봉하는 재료를 말함",31201605,퍼티,"백악과 아마인유의 혼합물로서 반죽처럼 생긴 점토상의 접착제. 소량의 연백연단, 유연 및 일산화연을 포함하기도 하며, 공기 속에서 서서히 건조되어 굳음. 유리창의 유리 고정, 판의 이음매, 요철 등을 평활하게 할 때 채우거나 바름.",2006-08-08 오후 3:02:00,2007-04-18 오후 4:18:00
