기간,품목명,국가명,수출중량(톤),수출금액(천불),수입중량(톤),수입금액(천불)
2023,리튬,이스라엘,91.649,5943.787,4.48,618.933
2023,리튬,아제르바이잔,0,0,4.182,488.245
2023,리튬,핀란드,335.04,14262.189,4.79,474.457
2023,리튬,인도,8286.793,302551.54,3.176,459.689
2023,리튬,멕시코,1587.673,72593.928,2.14,440.213
2023,리튬,필리핀,540.484,13244.475,8.974,435.426
2023,리튬,룩셈부르크,0,0,0.004,406.498
2023,리튬,오스트리아,43.344,1890.176,13.449,404.463
2023,리튬,스위스,0.878,67.525,0.614,389.501
2023,리튬,캐나다,590.182,30740.76,5.367,360.386
2023,리튬,체코,596.206,29868.02,3.095,350.064
2023,리튬,노르웨이,46.979,2134.037,6.012,346.205
2023,리튬,이탈리아,2149.426,106800.01,17.432,335.883
2023,리튬,슬로바키아,1747.95,50168.867,1.295,246.551
2023,리튬,스페인,426.883,18615.679,86.481,220.022
2023,리튬,크로아티아,0.007,0.84,0.515,190.183
2023,리튬,콜롬비아,0.117,8.842,1.716,171.139
2023,리튬,튀르키예공화국,199.803,10709.903,2.182,121.533
2023,리튬,루마니아,8.257,553.315,0.507,85.712
2023,리튬,파키스탄,0.585,17.141,120.005,76.858
2023,리튬,리투아니아,0.063,8.992,0.176,75.277
2023,리튬,카타르,0.06,10.57,0.723,67.919
2023,리튬,브라질,131.124,8962.193,0.492,61.252
2023,리튬,태국,178.798,1206.483,0.287,56.376
2023,리튬,덴마크,6.021,602.92,0.072,30.238
2023,리튬,그린란드,0.087,14.125,0.121,29.724
2023,리튬,아랍에미리트,131.635,4311.494,0.202,21.887
2023,리튬,파나마,7.588,553.682,0.196,21.24
2023,리튬,우루과이,0.233,7.158,0.025,9.774
2023,리튬,라트비아,140.712,4011.524,0.155,8.61
2023,리튬,몰타,0.002,0.02,0.015,7.864
2023,리튬,쿠바,0,0,0.05,7.72
2023,리튬,튀니지,2.376,148.72,0.016,7.167
2023,리튬,니우에,0,0,0.004,5.833
2023,리튬,불가리아,1.792,222.219,0.025,2.238
2023,리튬,아일랜드,0.394,53.33,0.007,1.759
2023,리튬,그리스,28.585,1305.743,0.022,0.838
2023,리튬,카자흐스탄,1.745,178.214,0.087,0.735
2023,리튬,몽골,0.268,9.202,0.078,0.299
2023,리튬,짐바브웨,0,0,0.013,0.223
2023,리튬,가나,0.08,0.25,0,0.13
2023,리튬,스리랑카,0.299,11.668,0.015,0.097
2023,리튬,콩고민주공화국,259.755,21711.755,0.021,0.095
2023,리튬,에스토니아,0.038,16.677,0.01,0.075
2023,리튬,뉴질랜드,25.143,485.187,0,0.052
2023,리튬,마카오,3.39,94.808,0.001,0.04
2023,리튬,나이지리아,0.556,4.004,0,0.039
2023,리튬,볼리비아,0,0,0.001,0.016
2023,리튬,세르비아,0.45,35.254,0,0.012
2023,리튬,탄자니아,0.104,0.4,0.002,0.01
2023,리튬,캄보디아,1.773,36.176,0.001,0.009
2023,리튬,라이베리아,0,0,0,0.006
2023,리튬,미얀마,0,0,0.002,0.004
2023,리튬,우크라이나,0.736,77.923,0,0
2023,리튬,잠비아,2.833,264.177,0,0
2023,리튬,세이셸,23.92,629.719,0,0
2023,리튬,수단,0.47,0.332,0,0
2023,리튬,아프가니스탄,0.01,12.9,0,0
2023,리튬,예멘,0.006,3.1,0,0
2023,리튬,괌,6.751,309.284,0,0
2023,리튬,부탄,0.455,5.341,0,0
2023,리튬,시에라리온,1538.202,64996.243,0,0
2023,리튬,세네갈,0.111,2.14,0,0
2023,리튬,토고,0.64,2.951,0,0
2023,리튬,바레인,0.188,12.668,0,0
2023,리튬,동티모르,7.9,105.708,0,0
2023,리튬,요르단,0.002,0.8,0,0
2023,리튬,우즈베키스탄,5.406,470.15,0,0
2023,리튬,이라크,0.06,91.146,0,0
2023,리튬,가이아나,9.603,240.188,0,0
2023,리튬,보스니아헤르체고비나,0,0.665,0,0
2023,리튬,방글라데시,6.827,72.106,0,0
2023,리튬,사우디아라비아,8.353,744.043,0,0
2024,리튬,중국,98011.952,2420171.627,303735.436,6413727.452
2024,리튬,칠레,73.829,2331.052,33871.356,563738.137
2024,리튬,인도네시아,6555.038,144660.456,18186.414,496861.312
2024,리튬,호주,1295.118,47220.764,117062.193,138001.723
2024,리튬,일본,32967.046,343439.792,4178.308,107489.715
2024,리튬,미국,157226.032,3748844.456,5415.482,107033.808
2024,리튬,아르헨티나,1.713,135.031,5888.087,95821.12
2024,리튬,폴란드,45598.496,1248029.645,2599.014,45739.373
2024,리튬,베트남,9164.518,379283.559,2200.154,42694.974
2024,리튬,헝가리,60133.71,1781207.212,411.02,19791.543
2024,리튬,독일,4406.732,182168.285,551.467,17390.918
2024,리튬,대만,5400.636,129873.692,252.539,10780.432
2024,리튬,말레이시아,8409.027,230322.681,1053.63,9252.861
2024,리튬,남아프리카공화국,3.293,266.849,18685.001,8014.963
2024,리튬,슬로베니아,178.889,9185.523,147.727,4408.269
2024,리튬,인도,8655.12,222460.175,545.122,4227.729
2024,리튬,벨기에,6244.357,189548.647,149.829,3750.92
2024,리튬,싱가포르,483.508,14056.824,60.987,3174.09
2024,리튬,영국,217.179,8266.371,37.406,3139.39
2024,리튬,노르웨이,15.529,2399.673,79.459,2351.449
2024,리튬,러시아,6291.54,29932.298,15094.609,2161.645
2024,리튬,스웨덴,600.882,32223.317,41.381,2129.319
2024,리튬,프랑스,1355.543,58749.942,35.191,1920.618
2024,리튬,룩셈부르크,0,0,215.411,1905.866
2024,리튬,짐바브웨,0,0,456,1162.056
2024,리튬,홍콩,769.323,32730.674,24.845,1054.902
2024,리튬,네덜란드,187.765,4804.007,103.151,892.863
2024,리튬,이스라엘,114.781,7355.828,3.844,668.677
2024,리튬,오스트리아,724.565,31593.476,75.126,658.486
2024,리튬,체코,1661.362,38473.254,10.064,590.06
2024,리튬,이탈리아,2138.399,109223.178,30.994,494.917
2024,리튬,핀란드,2385.706,90333.98,4.446,416.626
2024,리튬,스위스,250.467,2420.445,1.328,372.696
2024,리튬,필리핀,1000.521,33424.703,4.85,359.518
2024,리튬,멕시코,636.156,30845.356,0.754,349.308
2024,리튬,스페인,136.477,1716.286,98.208,346.584
2024,리튬,캐나다,419.885,22181.115,4.25,305.265
2024,리튬,파키스탄,11.786,596.839,480.001,305.161
2024,리튬,루마니아,1.024,2182.927,1.164,203.411
2024,리튬,슬로바키아,483.171,19434.784,2.329,92.929
2024,리튬,덴마크,7.905,679.91,1.509,88.623
2024,리튬,아일랜드,0.14,12.181,0.525,77.724
2024,리튬,리투아니아,0.052,8.136,0.249,76.622
2024,리튬,브라질,108.281,6149.385,0.495,72.685
2024,리튬,라트비아,260,3074.165,0.39,70.826
2024,리튬,태국,372.546,1385.967,0.569,56.53
2024,리튬,아랍에미리트,324.932,11634.682,0.226,23.262
2024,리튬,불가리아,1.621,149.275,0.001,9.8
2024,리튬,크로아티아,0.007,0.862,0.099,8.823
2024,리튬,볼리비아,0.025,1.176,0.105,1.446
2024,리튬,마카오,0,0.009,0.024,1.325
2024,리튬,에스토니아,619.621,8461.729,0.005,0.871
2024,리튬,몽골,24.09,86.075,0.047,0.406
2024,리튬,에스와티니,0,0,0.009,0.378
2024,리튬,포르투갈,17.668,565.853,0.038,0.377
2024,리튬,튀르키예공화국,64.217,9046.193,0.001,0.252
2024,리튬,나이지리아,16.82,498.408,0.014,0.212
2024,리튬,리히텐슈타인,0,0,0.009,0.186
2024,리튬,뉴질랜드,20.786,745.603,0.006,0.183
2024,리튬,요르단,0,0,0.002,0.025
2024,리튬,그리스,82.904,3708.86,0,0.012
2024,리튬,솔로몬제도,0,0.001,0.001,0.011
2024,리튬,케냐,0,0,0,0.006
2024,리튬,기니,0,0,0.001,0.001
2024,리튬,수단,0.035,0.166,0,0
2024,리튬,사우디아라비아,67.63,422.697,0,0
2024,리튬,코트디부아르,0.027,1.16,0,0
2024,리튬,콜롬비아,5.489,299.725,0,0
2024,리튬,브루나이,0,0.436,0,0
2024,리튬,세르비아,0.009,1.347,0,0
2024,리튬,카타르,20.649,689.704,0,0
2024,리튬,바레인,0.217,14.125,0,0
2024,리튬,세네갈,76.022,3650.464,0,0
2024,리튬,파라과이,0.653,47.603,0,0
2024,리튬,부탄,0,0.108,0,0
2024,리튬,엘살바도르,0.187,0.003,0,0
2024,리튬,아르메니아,0,15.9,0,0
2024,리튬,잠비아,0.035,1.069,0,0
2024,리튬,앙골라,1831.439,51974.728,0,0
2024,리튬,마요트,1.288,59.359,0,0
2024,리튬,베네수엘라,0,0.044,0,0
2024,리튬,우즈베키스탄,2.155,39.848,0,0
2024,리튬,우루과이,0.015,2.619,0,0
2024,리튬,우크라이나,0.384,43.445,0,0
2024,리튬,탄자니아,0.81,36.217,0,0
2024,리튬,방글라데시,0.026,2.263,0,0
2024,리튬,튀니지,9.811,429.441,0,0
2024,리튬,타지키스탄,0.02,0.95,0,0
2024,리튬,온두라스,0.021,3.12,0,0
2024,리튬,토고,0.234,6.454,0,0
2024,리튬,부르키나파소,0.001,0.442,0,0
2024,리튬,푸에르토리코,0.001,1.316,0,0
2024,리튬,모로코,3.766,139.342,0,0
2024,리튬,에티오피아,0.072,3.945,0,0
2024,리튬,피지,0,0.044,0,0
2024,리튬,조지아,0.003,1.49,0,0
2024,리튬,스리랑카,0.069,4.352,0,0
2023,니켈,호주,13.101,181.333,24475.795,526793.453
2023,니켈,뉴칼레도니아,0,0,2727361.266,386328.864
2023,니켈,일본,35339.736,199244.236,18691.568,322306.026
2023,니켈,핀란드,0.011,0.787,23264.239,250964.121
2023,니켈,중국,113840.947,369311.409,10651.644,200928.532
2023,니켈,마다가스카르,0,0,8112.03,192859.573
2023,니켈,캐나다,4.223,717.035,5948.821,148315.236
2023,니켈,미국,2241.112,60889.54,1785.708,125428.542
2023,니켈,인도네시아,153.378,3149.148,51735.859,112353.51
2023,니켈,노르웨이,0,0,3366.501,80868.666
2023,니켈,독일,69.984,1617.699,1667.905,58702.407
2023,니켈,프랑스,2.135,122.396,1914.602,55027.171
2023,니켈,콜롬비아,0.071,5.175,10399.256,52079.479
2023,니켈,도미니카공화국,0,0,7671.782,48414.988
2023,니켈,과테말라,0.504,40.295,169671.286,40521.723
2023,니켈,튀르키예공화국,3.024,298.685,11917.055,38138.78
2023,니켈,남아프리카공화국,0.06,1.582,3661.13,27398.451
2023,니켈,인도,1300.415,36051.157,720.348,16840.297
2023,니켈,벨기에,0.1,3.97,1768.375,16657.621
2023,니켈,영국,201.473,2916.477,343.752,16255.331
2023,니켈,필리핀,4316.979,17503.568,161059.477,15451.718
2023,니켈,베트남,542.829,19345.212,869.502,10777.528
2023,니켈,브라질,41.213,345.554,2040.496,9615.119
2023,니켈,덴마크,8.993,141.384,507.447,8565.791
2023,니켈,대만,62.541,2142.05,532.403,7017.578
2023,니켈,이탈리아,4.938,494.464,125.444,6701.791
2023,니켈,스웨덴,2.675,144.957,333.344,6072.791
2023,니켈,오스트리아,0,0,36.48,2081.399
2023,니켈,멕시코,36.987,1868.442,6.082,2038.024
2023,니켈,네덜란드,990.657,21742.258,30.849,1907.916
2023,니켈,스위스,150.186,3613.637,17.536,1692.762
2023,니켈,태국,1889.007,1806.771,8.667,1687.739
2023,니켈,러시아,39.698,1959.188,54.196,1559.427
2023,니켈,이스라엘,1.874,891.721,4.266,936.992
2023,니켈,말레이시아,406.464,10279.142,301.195,782.86
2023,니켈,싱가포르,384.455,8244.537,64.667,740.73
2023,니켈,방글라데시,26.458,487.913,47.005,401.578
2023,니켈,폴란드,251.867,11956.762,4.009,304.844
2023,니켈,아랍에미리트,82.658,2292.543,25.906,208.963
2023,니켈,스페인,7.332,409.594,3.33,208.875
2023,니켈,체코,0.007,0.625,15.303,186.671
2023,니켈,사우디아라비아,20.959,2193.928,12.131,151.274
2023,니켈,헝가리,0.004,6.645,0.02,132.88
2023,니켈,아일랜드,0.022,10.948,0.704,109.606
2023,니켈,홍콩,19.119,818.031,0.309,68.41
2023,니켈,우크라이나,0,0,0.004,52.647
2023,니켈,이집트,3.447,164.85,31.825,42.168
2023,니켈,파나마,0.004,0.46,19.126,39.4
2023,니켈,그리스,0,0,9.766,37.469
2023,니켈,파키스탄,193.53,4104.409,22.735,32.81
2023,니켈,모로코,0,0,0.012,21.08
2023,니켈,탄자니아,0,0,88.591,10.611
2023,니켈,코스타리카,0.024,2.54,0.1,6.063
2023,니켈,룩셈부르크,0,0,0.008,5.833
2023,니켈,리히텐슈타인,0,0,0.001,2.055
2023,니켈,루마니아,0.036,6.189,0.001,0.398
2023,니켈,아르메니아,0,0,0.001,0.326
2023,니켈,쿠바,0,0,0,0.051
2023,니켈,사이프러스,0.022,3.04,0.009,0.049
2023,니켈,에티오피아,0,0,0.001,0.02
2023,니켈,요르단,0.008,2.333,0,0.02
2023,니켈,이라크,1.061,374.959,0,0
2023,니켈,이란,0.5,42.075,0,0
2023,니켈,불가리아,0.03,2.524,0,0
2023,니켈,아르헨티나,1.55,174.268,0,0
2023,니켈,칠레,0.051,0.5,0,0
2023,니켈,에스와티니,0.002,0.177,0,0
2023,니켈,엘살바도르,0.11,4.724,0,0
2023,니켈,우루과이,0.007,1.851,0,0
2023,니켈,슬로바키아,0,0.043,0,0
2023,니켈,우즈베키스탄,0.256,1.966,0,0
2023,니켈,슬로베니아,0.005,0.258,0,0
2023,니켈,앙골라,0.08,5.6,0,0
2023,니켈,바레인,0.077,5.119,0,0
2023,니켈,세인트키츠네비스,0.001,0.248,0,0
2023,니켈,세르비아,0.002,2.412,0,0
2023,니켈,카타르,4.081,599.382,0,0
2023,니켈,포르투갈,0.36,11.393,0,0
2023,니켈,쿠웨이트,0.621,26.499,0,0
2023,니켈,카자흐스탄,0.275,39.052,0,0
2023,니켈,괌,0.001,0.233,0,0
2023,니켈,페루,0.01,0.832,0,0
2023,니켈,미얀마,0.088,6.148,0,0
2023,니켈,오만,2.774,233.221,0,0
2023,니켈,뉴질랜드,0.266,4.289,0,0
2023,니켈,에스토니아,0.025,10.8,0,0
2023,니켈,몽골,0.021,1.22,0,0
2023,니켈,나이지리아,0.01,0.064,0,0
2023,니켈,알제리,0.273,5.232,0,0
2024,니켈,호주,5.678,54.515,24241.603,337388.963
2024,니켈,일본,35446.715,163360.337,14357.988,290656.378
2024,니켈,인도네시아,594.19,4306.684,148322.294,281464.508
2024,니켈,뉴칼레도니아,0,0,2698639.958,226504.787
2024,니켈,중국,89084.326,392293.859,9781.757,177801.324
2024,니켈,미국,626.428,16138.255,1684.308,125292.498
2024,니켈,캐나다,2.135,3496.672,6665.651,115909.9
2024,니켈,마다가스카르,0,0,6287.45,107167.088
2024,니켈,핀란드,12400,53285.093,10372.21,77423.133
2024,니켈,독일,47.584,2357.501,2596.736,62710.12
2024,니켈,브라질,0.227,36.708,16555.125,57681.162
2024,니켈,콜롬비아,0.001,0.035,13323.763,53454.411
2024,니켈,노르웨이,0.011,39.441,2092.734,38851.982
2024,니켈,프랑스,1.094,70.673,1051.726,33578.608
2024,니켈,인도,1898.143,25021.647,2804.996,22423.388
2024,니켈,남아프리카공화국,0.016,1.787,3700.901,16873.226
2024,니켈,스웨덴,396.515,6868.906,389.498,16635.376
2024,니켈,영국,327.402,3405.215,345.161,15703.172
2024,니켈,모로코,540,1496.289,600.001,10255.621
2024,니켈,싱가포르,644.38,9100.55,573.165,8360.428
2024,니켈,대만,547.497,10906.067,741.83,7959.389
2024,니켈,벨기에,19.805,265.698,1400.486,7884.543
2024,니켈,튀르키예공화국,8.065,301.59,1906.935,5741.208
2024,니켈,바레인,0.505,139.637,548.468,5520.49
2024,니켈,오스트리아,0.032,0.266,84.73,4291.875
2024,니켈,이탈리아,302.576,5824.475,75.14,4016.948
2024,니켈,도미니카공화국,0,0,778.908,3989.574
2024,니켈,베트남,450.789,15181.737,539.675,3667.771
2024,니켈,멕시코,46.599,487.439,7.917,3039.246
2024,니켈,네덜란드,633.239,8132.318,7.963,1716.733
2024,니켈,태국,1202.117,3229.59,26.712,1356.771
2024,니켈,사이프러스,0.016,5.346,340.006,1068.377
2024,니켈,러시아,0,0,50.03,1035.65
2024,니켈,덴마크,0.095,57.018,24.661,1030.287
2024,니켈,말레이시아,903.001,8189.441,202.036,939.035
2024,니켈,필리핀,1910.19,7438.817,291.192,847.907
2024,니켈,아랍에미리트,330.313,12416.268,82.979,681.221
2024,니켈,라오스,0,0,110.175,579.85
2024,니켈,이스라엘,0.949,215.121,1.213,547.552
2024,니켈,사우디아라비아,55.011,5817.892,58.947,530.934
2024,니켈,스페인,0.227,14.708,2.234,461.902
2024,니켈,홍콩,28.165,1729.526,20.52,415.82
2024,니켈,파키스탄,124.333,2132.452,44.7,398.897
2024,니켈,스위스,1916.711,5466.469,3.257,360.429
2024,니켈,폴란드,152.496,6510.584,6.006,340.626
2024,니켈,체코,0.999,23.399,10.916,328.082
2024,니켈,헝가리,0.108,0.636,62.502,240.426
2024,니켈,쿠웨이트,0.037,21.145,13.061,198.057
2024,니켈,슬로베니아,0.002,2.366,61.342,184.026
2024,니켈,요르단,0,0,20.5,115.006
2024,니켈,아일랜드,0.005,11.35,1.97,84.869
2024,니켈,리히텐슈타인,0,0,0.07,46.496
2024,니켈,룩셈부르크,0.001,0.067,0.061,27.937
2024,니켈,방글라데시,0.221,4.899,2,20.7
2024,니켈,루마니아,0,0,0.002,7.643
2024,니켈,리투아니아,0.1,5.788,0.007,6.857
2024,니켈,칠레,0,0.021,0.003,5.782
2024,니켈,캄보디아,55.522,56.065,0.013,2.704
2024,니켈,탄자니아,0,0,0.365,2.001
2024,니켈,불가리아,0,0,0.001,0.622
2024,니켈,우크라이나,0,0,0.001,0.583
2024,니켈,우즈베키스탄,0.152,0.588,0.005,0.372
2024,니켈,튀니지,0.002,0.552,0,0
2024,니켈,우루과이,0.005,0.738,0,0
2024,니켈,이라크,15.656,431.366,0,0
2024,니켈,키르기스스탄,1.683,62.559,0,0
2024,니켈,아르헨티나,5,31.679,0,0
2024,니켈,코스타리카,0.021,2.6,0,0
2024,니켈,브루나이,0.005,5.274,0,0
2024,니켈,레바논,0.002,0.35,0,0
2024,니켈,세르비아,0,0.012,0,0
2024,니켈,몰디브,0.001,0.16,0,0
2024,니켈,카타르,2.292,508.071,0,0
2024,니켈,포르투갈,0.017,14.508,0,0
2024,니켈,알제리,0.008,0.24,0,0
2024,니켈,파나마,0.015,0.49,0,0
2024,니켈,오만,0.642,46.68,0,0
2024,니켈,뉴질랜드,0.062,1.2,0,0
2024,니켈,에스토니아,0.066,28.781,0,0
2024,니켈,이집트,1.206,74.87,0,0
2024,니켈,나이지리아,1.595,20.531,0,0
2024,니켈,괌,0.005,0.45,0,0
2024,니켈,몽골,0.034,9.523,0,0
2024,니켈,페루,0.004,0.572,0,0
2023,연,페루,352.313,829.073,138273.056,379507.773
2023,연,멕시코,0.008,0.353,54206.798,342675.511
2023,연,호주,671.642,3294.465,108472.187,271364.707
2023,연,인도,87549.567,212137.676,107300.374,249610.113
2023,연,볼리비아,0,0,41630.259,142650.624
2023,연,미국,118669.024,271619.541,51434.212,114797.266
2023,연,남아프리카공화국,108.859,250.549,41223.83,68962.228
2023,연,러시아,0.846,120.788,33703.377,59198.589
2023,연,세르비아,0,0,15927.845,37168.319
2023,연,일본,5706.32,13251.672,9051.367,19404.275
2023,연,모로코,0,0,10951.783,18869.438
2023,연,온두라스,0,0,8424.335,18683.147
2023,연,아랍에미리트,0,0,8402.72,18569.49
2023,연,보스니아헤르체고비나,0,0,7379.512,15967.903
2023,연,스웨덴,0,0,6439.091,14635.474
2023,연,튀르키예공화국,0,0,6096.626,12731.849
2023,연,몬테네그로,0,0,5388.034,9795.873
2023,연,불가리아,0,0,5631.441,9248.746
2023,연,필리핀,26.514,166.498,3913.988,8109.803
2023,연,아일랜드,0,0,8187.603,7592.234
2023,연,그리스,96.358,228.657,2581.034,6605.806
2023,연,콜롬비아,294.87,648.534,1312.659,4807.759
2023,연,중국,39.26,415.774,1179.588,3726.389
2023,연,대만,6065.973,13997.799,1191.612,2492.458
2023,연,인도네시아,17843.49,41084.789,185.145,2001.55
2023,연,나이지리아,3.667,13.966,917.49,1945.443
2023,연,캄보디아,0,0,727.072,1580.112
2023,연,독일,1201.003,2485.436,190.168,1491.971
2023,연,프랑스,0.583,1.648,647.098,1463.48
2023,연,태국,4882.435,13800.48,422.249,1046.394
2023,연,사우디아라비아,16.18,37.784,464.315,1012.599
2023,연,콩고,0,0,396.41,834.571
2023,연,포르투갈,0,0,894.016,781.424
2023,연,베트남,77024.615,182630.319,357.278,773.441
2023,연,미얀마,0,0,319.465,771.832
2023,연,싱가포르,7294.479,16272.301,3.078,492.905
2023,연,리비아,0,0,196.42,412.436
2023,연,이란,0,0,168.355,343.486
2023,연,수단,0,0,98.52,202.098
2023,연,홍콩,0.221,0.405,80.151,166.151
2023,연,오스트리아,0,0,50.992,137.428
2023,연,나미비아,0.09,4.876,30.251,120.302
2023,연,말레이시아,7742.141,17326.812,13.416,104.373
2023,연,칠레,0,0,37.728,104.001
2023,연,헝가리,11.13,76.32,11,73.877
2023,연,영국,1770.864,3954.526,3.128,53.748
2023,연,체코,0.802,0.58,7.647,29.25
2023,연,탄자니아,0,0,4.709,26.534
2023,연,네덜란드,3640.442,8188.611,0.048,8.818
2023,연,이탈리아,6250.489,14132.318,0.058,5.252
2023,연,스위스,0,0,0.003,2.745
2023,연,피지,0,0,2.58,2.511
2023,연,벨기에,0,0,0.03,0.37
2023,연,폴란드,1260.942,2968.89,0.065,0.221
2023,연,리투아니아,0,0,0,0.167
2023,연,파키스탄,82.214,162.055,0,0
2023,연,방글라데시,1773.622,4367.084,0,0
2023,연,바레인,1.073,10.3,0,0
2023,연,브라질,502.167,1092.05,0,0
2023,연,캐나다,0.008,0.148,0,0
2023,연,카자흐스탄,4.933,16.38,0,0
2023,연,지부티,95.315,210.825,0,0
2023,연,슬로바키아,0.001,0.353,0,0
2023,연,알제리,0.01,0.019,0,0
2023,연,스페인,1387.216,3192.2,0,0
2023,연,케냐,0,0.006,0,0
2023,연,과테말라,1.854,6.263,0,0
2023,연,이스라엘,0.06,0.84,0,0
2023,연,이라크,0.015,2.682,0,0
2023,연,카타르,25.318,61.425,0,0
2023,연,몽골,0.837,2.447,0,0
2024,연,멕시코,0.736,11.667,92628.26,724895.171
2024,연,호주,942.278,5979.624,140718.482,323067.364
2024,연,볼리비아,0,0,71259.982,248916.201
2024,연,인도,101561.462,231611.808,104343.651,234751.487
2024,연,페루,403.311,929.393,88477.563,220999.086
2024,연,미국,62755.642,133661.773,64347.299,154413.243
2024,연,러시아,0,0,28647.012,51262.412
2024,연,튀르키예공화국,0,0,20191.165,50115.802
2024,연,남아프리카공화국,715.449,1605.386,22757.516,41742.021
2024,연,세르비아,0,0,15761.834,37521.721
2024,연,일본,3977.624,8794.96,10663.331,22455.036
2024,연,온두라스,0,0,8325.111,19931.315
2024,연,보스니아헤르체고비나,0,0,5530.447,12988.024
2024,연,불가리아,0,0,7167.449,11206.181
2024,연,중국,5178.572,11917.078,3009.532,9250.734
2024,연,그리스,193.361,455.497,2663.857,7287.733
2024,연,필리핀,31.18,183.241,3334.843,6839.42
2024,연,아르헨티나,0,0,2799.255,6734.84
2024,연,리비아,0,0,2604.676,5385.629
2024,연,이란,0,0,2274.004,4750.511
2024,연,콜롬비아,0,0,1422.177,4617.161
2024,연,모로코,0.001,0.05,3872.81,4469.607
2024,연,대만,6069.288,15286.046,1514.445,3411.959
2024,연,오스트리아,0,0,1438.525,3235.58
2024,연,나이지리아,0.002,0.12,2041.125,3108.105
2024,연,인도네시아,18062.108,39491.648,144.06,1973.633
2024,연,독일,2.267,21.807,205.59,1653.494
2024,연,카자흐스탄,0,0,609.058,1370.456
2024,연,아랍에미리트,45.117,99.951,472.98,967.405
2024,연,캄보디아,0,0,394.684,880.964
2024,연,카타르,0,0,399.431,826.385
2024,연,포르투갈,0,0,906.056,736.485
2024,연,네덜란드,81.804,40.641,211.607,721.586
2024,연,라오스,0,0,328.149,663.899
2024,연,파키스탄,194.224,418.752,299.356,615.714
2024,연,태국,11784.531,29131.99,250.092,571.94
2024,연,브라질,444.643,956.839,201.548,398.885
2024,연,오만,0,0,189.71,384.068
2024,연,싱가포르,3835.218,8498.47,1.839,322.98
2024,연,쿠웨이트,0,0,99.94,219.868
2024,연,콩고,0,0,100.602,216.445
2024,연,말레이시아,11673.106,26715.61,29.317,157.928
2024,연,이스라엘,0,0,44.527,93.511
2024,연,체코,0,0,11.723,89.053
2024,연,예멘,0,0,40,82.631
2024,연,홍콩,0.151,0.644,24.12,49.624
2024,연,파라과이,0,0,23.93,48.38
2024,연,영국,0,0,1.142,35.08
2024,연,베트남,90537.991,209253.71,25.83,28.916
2024,연,이탈리아,0,0,0.054,17.889
2024,연,슬로베니아,0,0,3.376,16.321
2024,연,캐나다,18.551,245.42,2.05,8.5
2024,연,프랑스,0,0,0.018,2.208
2024,연,스위스,0,0,0.001,1.111
2024,연,탄자니아,0,0,0.03,0.492
2024,연,스페인,0,0,0.004,0.278
2024,연,소말리아,0,0,0.003,0.032
2024,연,폴란드,6.658,0.596,0.003,0.007
2024,연,방글라데시,2050.344,4866.542,0,0
2024,연,우즈베키스탄,3.157,12.953,0,0
2024,연,노르웨이,0.166,6.956,0,0
2024,연,헝가리,3.114,52.446,0,0
2024,연,과테말라,0.36,1.861,0,0
2024,연,몽골,0.325,0,0,0
2024,연,마카오,0.004,0.016,0,0
2024,연,에리트레아,0.2,1.385,0,0
2024,연,뉴질랜드,0,0.151,0,0
2024,연,이라크,1.176,10.941,0,0
2023,아연,멕시코,2229.267,6991.719,369796.839,481950.528
2023,아연,페루,0,0,336887.835,300593.654
2023,아연,볼리비아,0,0,271229.973,299035.357
2023,아연,호주,15156.446,26716.066,354661.332,283790.841
2023,아연,미국,26663.678,68541.458,224037.913,201779.287
2023,아연,캐나다,3.441,134.293,58061.934,63426.305
2023,아연,인도,156125.802,444833.122,39985.821,57520.938
2023,아연,칠레,0.207,17.261,39659.041,42516.354
2023,아연,에리트레아,0,0,38696.715,42051.497
2023,아연,튀르키예공화국,9387.439,27666.749,21442.042,24097.817
2023,아연,러시아,612.629,2426.87,20610.228,19986.116
2023,아연,온두라스,0,0,14962.512,16194.676
2023,아연,아르헨티나,0,0,6977.884,8181.866
2023,아연,중국,73502.381,188654.997,653.158,7428.941
2023,아연,세르비아,0,0,2923.5,4614.451
2023,아연,인도네시아,27444.624,80775.917,2935.995,3597.837
2023,아연,일본,5503.02,17614.303,2216.414,3503.196
2023,아연,브라질,0.392,1.554,2689.017,3474.946
2023,아연,독일,1.776,20.776,501.534,3319.095
2023,아연,아랍에미리트,6911.099,19486.028,1231.58,3073.969
2023,아연,베트남,80999.698,236085.1,1551.618,2949.149
2023,아연,미얀마,0,0,1004.739,2764.351
2023,아연,스페인,44.82,226.628,817.793,2756.714
2023,아연,프랑스,0.707,16.884,426.156,2244.207
2023,아연,대만,47098.796,126295.926,676.049,1613.708
2023,아연,스위스,0,0,90.122,876.068
2023,아연,네덜란드,12772.868,39067.872,328.393,865.354
2023,아연,폴란드,102.506,590.429,152.275,735.637
2023,아연,이탈리아,10552.389,31156.903,60.404,564.022
2023,아연,카자흐스탄,0.05,1.929,220.613,560.428
2023,아연,불가리아,0.002,0.16,488.1,362.599
2023,아연,말레이시아,17723.309,52850.223,60.087,269.771
2023,아연,태국,20311.031,60870.487,176.677,131.422
2023,아연,벨기에,15900.399,43119.874,18.462,101.611
2023,아연,이스라엘,1426.92,4396.512,40.21,90.476
2023,아연,사우디아라비아,11867.358,34456.193,22.464,84.092
2023,아연,홍콩,12593.708,36007.662,21,75.022
2023,아연,뉴질랜드,205.413,639.037,24.52,61.3
