보고서종류,작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
시추결과,1994,"영주(규석,장석)광산시추결과보고서",영주,규석,경상북도영풍군이산면,"영주_031,영주_032,영주_041,영주_042,영주_043",94시-013
시추결과,1994,갑천36호(장석)광산시추결과보고서,갑천36호,장석,강원도횡성군청일면,갑천_036,94시-012
시추결과,1994,옥방(도석)광산시추결과보고서,옥방,도석,경상남도하동군북천면,진교_074,94시-011
시추결과,1994,오곡영월(도석)광산시추결과보고서,오곡영월,도석,"강원도영월군상동면,강원도영월군하동면",옥동_062,94시-010
시추결과,1994,법수(도석)광산시추결과보고서,법수,도석,경상북도청송군부동면,청송_060,94시-009
시추결과,1994,장산(도석)광산시추결과보고서,장산2,"납석,도석",전라남도신안군장산면,하의도_072,94시-008
시추결과,1994,거룡(도석)광산시추결과보고서,거룡,도석,전라남도신안군압해읍,무안_100,94시-007
시추결과,1994,장산2(납석)광산시추결과보고서,장산2,납석,전라남도신안군장산면,하의도_032,94시-006
시추결과,1994,영춘(납석)광산시추결과보고서,영춘,납석,충청북도단양군가곡면,영춘_058,94시-005
시추결과,1994,부남(납석)광산시추결과보고서,부남,납석,경상북도청송군부남면,"도평_063,도평_064",94시-004
시추결과,1994,부곡(납석)광산시추결과보고서,부곡,"고령토,규석,납석,명반석",전라남도해남군황산면,"우수영_058,우수영_068,우수영_069,우수영_078,우수영_079",94시-003
시추결과,1994,완도(납석)광산시추결과보고서,완도,납석,전라남도완도군노화면,"노화도_097,노화도_098",94시-002
시추결과,1994,노화(납석)광산시추결과보고서,노화,납석,전라남도완도군노화면,"노화도_098,노화도_108",94시-001
기술조사,1994,원진(규석)광산기술조사보고서,원진,규석,"전라북도완주군비봉면,전라북도완주군화산면","강경_030,삼례_021,삼례_031",94의-080
기술조사,1994,원동(도석)광산기술조사보고서,원동,도석,강원도삼척군하장면원동리,호명_025,94의-079
기술조사,1994,동원(규석)광산기술조사보고서,동원,규석,"충청남도부여군규암면,충청남도부여군은산면",부여_083,94의-078
기술조사,1994,백암(규석)광산기술조사보고서,백암,규석,경상북도영덕군창수면,영해_114,94의-077
기술조사,1994,성부(도석)광산기술조사보고서,성부,도석,강원도인제군북면,"인제_001,인제_002",94의-076
기술조사,1994,생일(납석)광산기술조사보고서,생일,도석,전라남도완도군생일면,신지도_012,94의-075
기술조사,1994,무룡(벤토나이트)광산기술조사보고서,무룡,벤토나이트,경상남도울산군강동면,울산_034,94의-074
기술조사,1994,정선(도석)광산기술조사보고서,정선,고령토,"충청북도중원군살미면,충청북도중원군상모면",황강리_137,94의-073
기술조사,1994,강동(규석)광산기술조사보고서,강동,규석,"강원도명주군강동면,강원도명주군옥계면","묵호_121,산성우_130",94의-072
기술조사,1994,익지(석회석)광산기술조사보고서,익지,석회석,강원도춘천시남산면,가평_112,94의-071
기술조사,1994,중산(석회석)광산기술조사보고서,중산,석회석,"강원도영월군중동면,강원도영월군하동면",옥동_073,94의-070
기술조사,1994,성진(납석)광산기술조사보고서,성진,도석,전라남도해남군계곡면,"해남_051,해남_052",94의-069
기술조사,1994,한국(도석)광산기술조사보고서,한국,"납석,도석",경상남도통영시용남면장평리,충무_028,94의-068
기술조사,1994,백아리(인)광산기술조사보고서,백아리,인,경기도옹진군덕적면백아리,덕적도_103,94의-067
기술조사,1994,고명(백운석)광산기술조사보고서,고명,백운석,충청북도제천시수산면고명리,황강리_053,94의-066
기술조사,1994,평창(석회석)광산기술조사보고서,평창,석회석,"강원도영월군북면,강원도평창군평창면","평창_040,평창_050",94의-065
기술조사,1994,예미101호(석회석)광산기술조사보고서,예미101호,석회석,강원도정선군정선면귤암리,예미_101,94의-064
기술조사,1994,규백(석회석)광산기술조사보고서,규백,석회석,강원도평창군평창읍향동리,평창_088,94의-063
기술조사,1994,신라(규석)광산기술조사보고서,신라,규석,"충청북도중원군노은면,충청북도중원군주덕면",목계_149,94의-062
기술조사,1994,원우(규석)광산기술조사보고서,원우,규석,"강원도양구군남면,강원도양구군양구면",인제_145,94의-061
기술조사,1994,금천(운모)광산기술조사보고서,금천,운모,충청북도옥천군청성면,옥천_014,94의-060
기술조사,1994,예미(석회석)광산기술조사보고서,예미,석회석,강원도정선군신동면,예미_057,94의-059
기술조사,1994,운산(도석)광산기술조사보고서,운산,도석,충청남도서산시운산면,해미_092,94의-058
기술조사,1994,추곡(규석)광산기술조사보고서,추곡,규석,강원도화천군간동면,양구_098,94의-057
기술조사,1994,삼선(규석)광산기술조사보고서,삼선,규석,강원도정선군남면문곡리,"예미_005,호명_145",94의-056
기술조사,1994,원당(도석)광산기술조사보고서,원당,도석,"충청남도당진군당진읍,충청남도당진시송악읍",당진_056,94의-055
기술조사,1994,용정(규조토)광산기술조사보고서,용정,규조토,강원도동해시용정동,"묵호_080,묵호_090,삼척_071,삼척_081",94의-054
기술조사,1994,북삼(고령토)광산기술조사보고서,북삼,고령토,경상북도칠곡군북삼읍,"구미_108,구미_118",94의-053
기술조사,1994,쌍금(도석)광산기술조사보고서,쌍금,도석,전라남도화순군이양면쌍봉리,복내_128,94의-052
기술조사,1994,태백제2(도석)광산기술조사보고서,태백제2,도석,"강원도삼척시도계읍,강원도태백시",고사리_140,94의-051
기술조사,1994,상동(도석)광산기술조사보고서,상동,도석,"경상남도김해시상동면,경상남도김해시생림면","밀양_070,밀양_079,밀양_080",94의-050
기술조사,1994,대창(규석)광산기술조사보고서,대창,규석,"강원도춘천시동면,강원도홍천군북방면","내평_100,내평_110",94의-049
기술조사,1994,광동(장석)광산기술조사보고서,광동,"규석,장석",강원도삼척시하장면광동리,임계_039,94의-048
기술조사,1994,한국(장석)광산기술조사보고서,한국,장석,경상북도영풍군이산면,영주_033,94의-047
기술조사,1994,광명(자수정)광산기술조사보고서,광명,"규석,수정",경상북도울진군서면,"장성_069,장성_070",94의-046
기술조사,1994,부암(규석)광산기술조사보고서,부암,규석,"경기도파주시적성면,경기도파주시파평면",문산_054,94의-045
기술조사,1994,덕산(도석)광산기술조사보고서,덕산,도석,전라남도장성군장성읍,신흥_100,94의-044
기술조사,1994,지산(백운석)광산기술조사보고서,지산,백운석,충청북도단양군대강면,단양_077,94의-043
기술조사,1994,대현(도석)광산기술조사보고서,대헌,도석,충청북도제천시송학면장곡리,영월_118,94의-042
기술조사,1994,대우(규석)광산기술조사보고서,대우,규석,충청남도서산시대산읍영탑리,대산_025,94의-041
기술조사,1994,옥동52호(석회석)광산기술조사보고서,옥동52호,석회석,강원도영월군중동면이목리,옥동_052,94의-040
기술조사,1994,동보(백운석)광산기술조사보고서,동보,백운석,경기도동두천시안흥동,포천_125,94의-039
기술조사,1994,양명제2(석회석)광산기술조사보고서,양명석회석제2,석회석,"강원도정선군정선면,강원도평창군미탄면",정선_119,94의-038
기술조사,1994,양명제1(석회석)광산기술조사보고서,양명석회석제1,석회석,강원도정선군정선면회동리,정선_106,94의-037
기술조사,1994,광진(도석)광산기술조사보고서,광진,도석,"전라남도진도군군내면녹진리,전라남도진도군군내면둔전리",우수영_127,94의-036
기술조사,1994,국보(규석)광산기술조사보고서,국보,"규석,금,동,은","충청북도음성군소이면,충청북도중원군주덕면",충주_144,94의-035
기술조사,1994,우진(도석)광산기술조사보고서,우진,고령토,"경상북도청송군부남면,경상북도청송군부동면",도평_071,94의-034
기술조사,1994,진도(도석)광산기술조사보고서,진도,도석,전라남도진도군군내면녹진리,우수영_126,94의-033
기술조사,1994,신일(견운모)광산기술조사보고서,신일,운모,강원도삼척시가곡면풍곡리,장성_064,94의-032
기술조사,1994,오성(운모)광산기술조사보고서,오성,운모,경상북도포항시북구,"도평_100,도평_110",94의-031
기술조사,1994,우현(규석)광산기술조사보고서,우현,규석,경기도여주시대신면천남리,여주_071,94의-030
기술조사,1994,충무(고령토)광산기술조사보고서,충무,도석,경상남도통영시도산면,충무_085,94의-029
기술조사,1994,오곡영월(도석)광산기술조사보고서,오곡영월,도석,"강원도영월군상동면,강원도영월군하동면",옥동_062,94의-028
기술조사,1994,상경(규석)광산기술조사보고서,상경,규석,강원도정선군임계면,석병산_070,94의-027
기술조사,1994,천하(활석)광산기술조사보고서,천하,활석,강원도고성군현내면마달리,"고성_079,고성_080",94의-026
기술조사,1994,금오제2(규석)광산기술조사보고서,금오제2,규석,전라남도광양시옥곡면묵백리,"하동_040,하동_050",94의-025
기술조사,1994,수산(백운석)광산기술조사보고서,수산,"규회석,백운석","충청북도단양군단양면,충청북도제천시수산면대전리",황강리_007,94의-024
기술조사,1994,백암(도석)광산기술조사보고서,백암,도석,충청남도서산시운산면,해미_075,94의-023
기술조사,1994,영산포74호(도석)광산기술조사보고서,영산포74호,도석,"전라남도나주시공산면,전라남도나주시왕곡면",영산포_074,94의-022
기술조사,1994,"옥방(고령토,장석)광산기술조사보고서",옥방,"고령토,장석",경상남도하동군북천면,진교_074,94의-021
기술조사,1994,송원(규석)광산기술조사보고서,송원,규석,"충청남도공주시장기면,충청남도연기군남면",공주_002,94의-020
기술조사,1994,삼호(석회석)광산기술조사보고서,삼호,대리석,"충청북도중원군살미면내사리,충청북도중원군상모면중산리",황강리_137,94의-019
기술조사,1994,풍곡(석회석)광산기술조사보고서,풍곡,석회석,"강원도삼척시가곡면,경상북도봉화군석포면","장성_045,장성_046,장성_056",94의-018
기술조사,1994,양명(석회석)광산기술조사보고서,양명,석회석,"강원도정선군정선면,강원도평창군미탄면",정선_120,94의-017
기술조사,1994,능주57호(규석)광산기술조사보고서,능주57호,규석,"전라남도화순군도암면,전라남도화순군춘양면",능주_057,94의-016
기술조사,1994,청림(석회석)광산기술조사보고서,청림,석회석,"강원도영월군남면,충청북도제천시송학면","영월_140,영춘_131",94의-015
기술조사,1994,홍천(규석)광산기술조사보고서,홍천,규석,강원도명주군왕산면대기리,"석병산_145,하진부_005",94의-014
기술조사,1994,진성(규석)광산기술조사보고서,진성,규석,충청북도제천시백운면운학리,"문막_008,신림_148",94의-013
기술조사,1994,동진(규석)광산기술조사보고서,동진,규석,"강원도정선군북면,강원도정선군임계면",임계_132,94의-012
기술조사,1994,정수(견운모)광산기술조사보고서,정수,"고령토,운모",경상북도경주시양북면용동리,연일_049,94의-011
기술조사,1994,풍산(고령토)광산기술조사보고서,풍산,고령토,경상남도하동군북천면,"진교_081,진교_091",94의-010
기술조사,1994,장호(고령토)광산기술조사보고서,장호,도석,강원도삼척시근덕면,임원진_114,94의-009
기술조사,1994,태양(규석)광산기술조사보고서,태양,규석,충청남도논산시벌곡면,대전_139,94의-008
기술조사,1994,청암(도석)광산기술조사보고서,청암현풍,고령토,"충청북도중원군노은면,충청북도중원군앙성면",목계_136,94의-007
기술조사,1994,대동(규석)광산기술조사보고서,대동,규석,"강원도춘천시동면,강원도홍천군북방면",내평_100,94의-006
기술조사,1994,세진(장석)광산기술조사보고서,세진,장석,경상북도문경시동로면노은리,상금곡_134,94의-005
기술조사,1994,현풍(도석)광산기술조사보고서,현풍,도석,경상북도달성군현풍면,현풍_028,94의-004
기술조사,1994,봉암제2(규석)광산기술조사보고서,봉암제2,규석,경기도동두천시하봉암동,포천_123,94의-003
기술조사,1994,근남(규석)광산기술조사보고서,근남,규석,강원도철원군근남면육단리,산양리_147,94의-002
기술조사,1994,명동(석회석)광산기술조사보고서,명동,석회석,"경상북도영덕군지품면,경상북도영양군석보면","영양_010,영양_020",94의-001
기본조사,1994,감포47호(견운모)광산기본조사보고서,감포47호,견운모,경상북도경주시양북면,감포_047,94기-001
굴진효과조사,1994,금곡(장석)광산굴진효과조사보고서,금곡,장석,경기도남양주시진접읍,"의정부_018,의정부_028",94굴-007
굴진효과조사,1994,산양(규석)광산굴진효과조사보고서,산양,규석,충청남도아산시염치읍,예산_041,94굴-006
굴진효과조사,1994,태광(견운모)광산굴진효과조사보고서,태광,"견운모,납석",충청북도단양군영춘면,옥동_116,94굴-005
굴진효과조사,1994,월성(규조토)광산굴진효과조사보고서,월성,규조토,경상북도경주시양북면,,94굴-004
굴진효과조사,1994,노화(납석)광산굴진효과조사보고서,노화,납석,전라남도완도군노화면,"노화도_098,노화도_108",94굴-003
굴진효과조사,1994,부곡(납석)광산굴진효과조사보고서,부곡,"고령토,규석,납석,명반석",전라남도해남군황산면,우수영_068,94굴-002
굴진효과조사,1994,영춘(납석)광산굴진효과조사보고서,영춘,납석,충청북도단양군가곡면,영춘_058,94굴-001
정밀조사,1994,삼광(금.은)지구정밀조사보고서,삼광지구,"금,동,아연,연,은,텅스텐","충청남도공주시신풍면조평리,충청남도청양군운곡면신대리","대흥_059,대흥_069,대흥_070,대흥_079,대흥_080",94정-008
정밀조사,1994,연천(티탄철)지구정밀조사보고서,(연천지구),"철,티탄늄","경기도포천시관인면,경기도포천시영북면","연천_003,연천_004,연천_014,연천_015,연천_016",94정-007
정밀조사,1994,"춘양(연,아연)지구정밀조사보고서",(춘양지구),"아연,연","경상북도봉화군법전면법전리,경상북도봉화군법전면풍정리,경상북도봉화군봉성면봉성리","춘양_086,춘양_087,춘양_096,춘양_097,춘양_106,춘양_107,춘양_116,춘양_117",94정-006
정밀조사,1994,"안흥(금,은)지구정밀조사보고서",(안흥지구),"금,은","강원도횡성군우천면산전리,강원도횡성군우천면상대리,강원도횡성군우천면정금리","안흥_081,안흥_082,안흥_091",94정-005
정밀조사,1994,"음성(금,은)지구정밀조사보고서",(음성지구),"금,은","충청북도음성군금왕면무극리,충청북도음성군금왕면봉곡리,충청북도음성군금왕면용계리","음성_091,음성_092,음성_093,음성_103",94정-004
정밀조사,1994,"사천(금,은)지구정밀조사보고서",(사천지구),"금,동,은","경상남도사천시사남면우천리,경상남도사천시사남면종천리,경상남도사천시정동면소곡리","사천_060,사천_069,사천_070",94정-003
정밀조사,1994,서벽(철)지구정밀조사보고서,(서벽지구),철,"강원도영월군상동면,강원도태백시소도동","서벽_062,서벽_063,서벽_072,서벽_083",94정-002
정밀조사,1994,예미(철)지구정밀조사보고서,(예미지구),철,강원도정선군신동면,"예미_049,예미_059",94정-001
시추결과,1994,송악(사금)광산시추결과보고서,송악,사금,충청남도아산시송악면,천안_147,94시-028
시추결과,1994,천안(사금)광산시추결과보고서,천안,사금,충청남도아산시송악면,천안_146,94시-027
시추결과,1994,불은(사금)광산시추결과보고서,불은,사금,인천광역시강화군불은면,강화_028,94시-026
시추결과,1994,대흥139호(사금)광산시추결과보고서,대흥139호,사금,"충청남도예산군광시면,충청남도청양군비봉면",대흥_139,94시-025
시추결과,1994,설천140호(사금)광산시추결과보고서,설천140호,사금,전라북도무주군설천면,설천_140,94시-024
시추결과,1994,무주9호(사금)광산시추결과보고서,무주9호,사금,전라북도무주군설천면,무주_009,94시-023
시추결과,1994,공정(사금)광산시추결과보고서,공정,사금,전라북도무주군무주면,장기리_061,94시-022
시추결과,1994,원룡(사금)광산시추결과보고서,원룡,사금,전라북도무주군무주면,장기리_061,94시-021
시추결과,1994,서진(티탄철)광산시추결과보고서,서진,티탄철,"경상남도사천시곤양면,경상남도사천시서포면",진교_019,94시-020
시추결과,1994,연평(티탄철)광산시추결과보고서,연평,"철,티탄늄",경기도옹진군송림면,대연평도_024,94시-019
시추결과,1994,연천(티탄철)광산시추결과보고서,연천,"철,티탄늄",경기도포천시관인면,연천_003,94시-018
시추결과,1994,함안(철)광산시추결과보고서,함안,철,경상남도함안군여항면,의령_049,94시-017
시추결과,1994,대남(철)광산시추결과보고서,대남,철,경상북도영덕군병곡면,영해_061,94시-016
시추결과,1994,"일산(금,은)광산시추결과보고서",일산,"금,아연,연,은",경기도파주시광탄면,"고양_075,고양_076",94시-015
시추결과,1994,"덕성(연,아연)광산시추결과보고서",덕성,"금,동,아연,연,은",경상북도봉화군법전면,춘양_086,94시-014
시추결과,1994,신예미(철)광산시추결과보고서,신예미,"금,니켈,동,몰리브덴,아연,연,은,철,코발트",강원도정선군신동면,"예미_049,예미_050,예미_059,예미_060",94시-013
시추결과,1994,"금호(구.장군,연,아연)광산시추결과보고서",금호,"아연,연",경상북도봉화군소천면,현동_109,94시-012
시추결과,1994,"지월(금,은)광산시추결과보고서",지월,"금,은",경기도광주시초월읍,"양평_126,양평_127",94시-011
시추결과,1994,"성림(금,은)광산시추결과보고서",성림,"금,동,은,텅스텐",경기도포천시영중면,,94시-010
시추결과,1994,"금덕(금,은)광산시추결과보고서",금덕,"금,은",강원도화천군화천면,화천_034,94시-009
시추결과,1994,"청주(금,은)광산시추결과보고서",청주,"금,은",충청북도청주시상당구용암동,,94시-008
시추결과,1994,"금덕(금,은)광산시추결과보고서",금덕,"금,은",경상북도성주군수륜면,"구정_003,구정_004,구정_013,구정_014,현풍_143,현풍_144",94시-007
시추결과,1994,"영명(금,은)광산시추결과보고서",영명,"금,은",충청남도부여군은산면,부여_093,94시-006
시추결과,1994,"산전(금,은)광산시추결과보고서",산전,"금,은",강원도횡성군우천면,,94시-005
시추결과,1994,"석성(금,은)광산시추결과보고서",석성,"금,은",충청남도부여군석성면,부여_016,94시-004
시추결과,1994,"유일(금,은)광산시추결과보고서",유일,"금,은",충청북도음성군금왕면,음성_093,94시-003
시추결과,1994,"금왕(금,은)광산시추결과보고서",금화,"금,은",충청북도음성군금왕면,,94시-002
시추결과,1994,"무극(금,은)광산시추결과보고서",무극,"금,은",충청북도음성군금왕면,음성_071,94시-001
물리탐사,1994,김해(철)지구물리탐사보고서,(김해지구),철,"경상남도김해시,경상남도밀양시,경상남도양산시","밀양_055,밀양_056,밀양_065,밀양_066,밀양_068,밀양_069,밀양_070,밀양_078,밀양_079,밀양_080,밀양_088,밀양_089,밀양_090,밀양_098,밀양_099,밀양_100,밀양_108,밀양_109,밀양_110,밀양_118,밀양_119,밀양_120",94물-007
물리탐사,1994,"금호(연,아연)광산물리탐사보고서",금호,"금,동,망간,아연,연,은,철",경상북도봉화군소천면,현동_109,94물-006
물리탐사,1994,"왕피리(구.동진,주석)지구물리탐사보고서",동진,주석,경상북도울진군서면왕피리,"현동_007,현동_016,현동_017,현동_026,현동_037,현동_047",94물-005
물리탐사,1994,"금풍(연,아연)광산물리탐사보고서",금풍,"금,동,아연,연,은",충청북도제원군수산면율지리,"황강리_033,황강리_043",94물-004
물리탐사,1994,연천철(티탄철)광산물리탐사보고서,연천철,"철,티탄늄",경기도포천시관인면삼율리,"연천_003,연천_004,연천_013,연천_014",94물-003
물리탐사,1994,"대신(금,은)광산물리탐사보고서",대신,"금,은",충청남도천안시동남구북면운용리,진천_148,94물-002
물리탐사,1994,연천철(티탄철)광산물리탐사보고서,연천,"철,티탄늄",경기도포천시관인면,연천_013,94물-001
기술조사,1994,"용흥(금,은)광산기술조사보고서",용흥,"금,은",경상북도경주시양북면,연일_049,94의-011
기술조사,1994,만리(티탄철)광산기술조사보고서,만리,"철,티탄늄","경기도포천시관인면,경기도포천시영북면",연천_016,94의-010
기술조사,1994,"원소(금,은)광산기술조사보고서",원소,"금,은",경상북도상주시낙동면,상주_028,94의-009
기술조사,1994,"금국3(금,은)광산기술조사보고서",금국3,"금,동,아연,연,은","경상북도울진군북면,경상북도울진군서면",죽변_150,94의-007
기술조사,1994,"무주(금,은)광산기술조사보고서",무주,"금,은","전라북도무주군무주면,전라북도무주군설천면,전라북도무주군적상면",장기리_021,94의-006
기술조사,1994,"매봉(금,은)광산기술조사보고서",매봉,"금,몰리브덴,은",강원도화천군사내면,화천_150,94의-005
기술조사,1994,"용석제일(금,은)광산기술조사보고서",용석제일,"금,몰리브덴,은","경기도가평군상면,경기도가평군외서면","청평_045,청평_054,청평_055,청평_064,청평_065",94의-004
기술조사,1994,"금화(금,은)광산기술조사보고서",금화,"금,은",경기도용인시기흥읍,수원_085,94의-003
기술조사,1994,"덕성(금,은)광산기술조사보고서",덕성,"금,아연,연,은",경상북도봉화군법전면,춘양_086,94의-002
기술조사,1994,"청주(금,은)광산기술조사보고서",청주,"금,동,아연,연,은",충청북도청주시상당구용정동,"미원_132,미원_133,미원_142,미원_143",94의-001
기본조사,1994,목계(금)지구기본조사보고서,"대형광산,목계,목계62호,삼흥,소금,여강,일신,장호원18호(안락광산),조동,지당,천등,천룡","규석,금,동,연,은,철,텅스텐,형석","경기도여주군강천면,경기도이천시장호원읍,충청북도충주시노은면,충청북도충주시노은면,충청북도충주시노은면,충청북도충주시노은면,충청북도충주시노은면대덕리,충청북도충주시산척면,충청북도충주시소태면구룡리,충청북도충주시소태면중청리,충청북도충주시앙성면,충청북도충주시앙성면","목계_014,목계_062,목계_095,목계_117,목계_127,목계_139,여주_016,장호원_013,장호원_017,장호원_018,장호원_023,장호원_025,장호원_027,장호원_037,장호원_113",94기-001
굴진효과조사,1994,"학산(금,은)광산굴진효과조사보고서",학산,"금,은",충청북도영동군학산면,"무주_025,무주_026,무주_036",94굴-006
굴진효과조사,1994,"청원(금,은)광산굴진효과조사보고서",청원,"금,은",충청북도청원군낭성면,"미원_091,증평_100",94굴-005
굴진효과조사,1994,"산전(금,은)광산굴진효과조사보고서",산전,"금,은",강원도횡성군우천면,"안흥_081,안흥_082,안흥_091,안흥_092",94굴-004
굴진효과조사,1994,"무극(금,은)광산굴진효과조사보고서",무극,"금,은",충청북도음성군금왕면,,94굴-003
굴진효과조사,1994,"금왕(금,은)광산굴진효과조사보고서",금왕,"금,은",충청북도음성군금왕면,,94굴-002
굴진효과조사,1994,"금덕(금,은)광산굴진효과조사보고서",금덕,"금,동,연,은","경상북도고령군운수면,경상북도성주군성주면",,94굴-001
정밀조사,1993,삼척(석탄)광산정밀조사보고서,삼척탄전(철암지구),석탄,"강원도태백시동점동,강원도태백시철암동",,93정-002
정밀조사,1993,경동(석탄)광산정밀조사보고서,경동탄광,석탄,강원도삼척시도계읍,"고사리_086,고사리_087,고사리_090,고사리_099,고사리_100,고사리_106,고사리_107,고사리_108,고사리_109,고사리_110,고사리_120",93정-001
물리탐사,1993,예산(석탄)광산물리탐사조사보고서,예산,석탄,"충청남도예산군광시면,충청남도예산군예산읍,충청남도청양군비봉면,충청남도홍성군장곡면",대흥_149,93물-001
기술조사,1993,"대경(구.흥산,석탄)광산기술조사보고서",대경탄광,석탄,"경상북도상주시이안면,경상북도점촌시",,93의-006
기술조사,1993,산성(석탄)광산기술조사보고서,산성탄광,석탄,"충청남도부여군옥산면,충청남도부여군홍산면",,93의-005
기술조사,1993,모세(석탄)광산기술조사보고서,모세탄광,석탄,"강원도명주군구정면,강원도명주군성산면,강원도명주군왕산면",강릉_100,93의-004
기술조사,1993,남경(석탄)광산기술조사보고서,남경탄광,석탄,"경상북도상주시이안면,경상북도점촌시불정동",,93의-003
기술조사,1993,능선(석탄)광산기술조사보고서,능선탄광,석탄,전라남도화순군한천면,,93의-002
굴진효과조사,1993,경동(석탄)광산굴진효과조사보고서,경동탄광,석탄,강원도삼척시도계읍,"고사리_107,고사리_117",93굴-010
굴진효과조사,1993,어룡(석탄)광산굴진효과조사보고서,어룡탄광,석탄,강원도태백시화전2동,,93굴-009
굴진효과조사,1993,신창(석탄)광산굴진효과조사보고서,신창탄광,석탄,강원도정선군정선면,,93굴-008
굴진효과조사,1993,신흥(석탄)광산굴진효과조사보고서,신흥탄광,석탄,"충청남도보령시미산면,충청남도부여군외산면",,93굴-007
굴진효과조사,1993,삼산(석탄)광산굴진효과조사보고서,삼산탄광,석탄,충청남도부여군홍산면,,93굴-006
굴진효과조사,1993,마로(석탄)광산굴진효과조사보고서,마로탄광,석탄,충청북도보은군마로면,청산_118,93굴-005
굴진효과조사,1993,동원(석탄)탄좌굴진효과조사보고서,동원탄좌,석탄,강원도정선군사북읍,,93굴-004
굴진효과조사,1993,남경(석탄)광산굴진효과조사보고서,남경탄광,석탄,경상북도상주시이안면안용리,,93굴-003
굴진효과조사,1993,이양(석탄)광산굴진효과조사보고서,이양탄광,석탄,전라남도화순군이양면강성리,,93굴-002
굴진효과조사,1993,지원(석탄)광산굴진효과조사보고서,지원탄광,석탄,충청북도옥천군청성면,,93굴-001
정밀조사,1993,"노화,부곡(납석)지구정밀조사보고서","광명,노화,부곡갱도작업장,성산노천작업장,완도,충도",납석,전라남도완도군노화읍,"노화도_088,노화도_089,노화도_097,노화도_098,노화도_098,노화도_099,노화도_108,우수영_057,우수영_058,우수영_067,우수영_068",93정-015
정밀조사,1993,해남(납석)지구정밀조사보고서,(해남지구),납석,전라남도해남군황산면,"우수영_057,우수영_058,우수영_067,우수영_068",93정-014
정밀조사,1993,연일(불석)지구정밀조사보고서,삼양(연일지구),불석,"경상북도영일군구룡포읍,경상북도영일군동해면","대보_110,대보_111,대보_120,대보_121,대보_130,대보_139,대보_140",93정-013
정밀조사,1993,산청(고령토)지구정밀조사보고서,"대명(산청지구),대산(산청지구),삼양(산청지구)",고령토,"경상남도산청군금서면,경상남도산청군산청면","산청_084,산청_094,산청_095,산청_096,산청_103,산청_104",93정-012
정밀조사,1993,영동(장석)지구정밀조사보고서,(부여지구),장석,"충청북도옥천군청산면,충청북도옥천군청성면","부여_056,부여_057,부여_067,청산_131,청산_132,청산_140",93정-011
정밀조사,1993,부여(장석)지구정밀조사보고서,"(부여,영동지구)",장석,"충청남도부여군임천면,충청남도부여군장암면","부여_056,부여_057,부여_067,영동_131,영동_132,청산_140",93정-010
정밀조사,1993,영풍(장석)지구정밀조사보고서,(영풍지구),장석,"경상북도영풍군단산면,경상북도영풍군부석면","옥동_059,옥동_060,옥동_069,옥동_070",93정-009
정밀조사,1993,노화(납석)지구정밀조사보고서,"광명(노화지구),노화,완도",납석,전라남도완도군노화면,"노화도_088,노화도_097,노화도_098,노화도_108",93정-007
정밀조사,1993,유구(활석)지구정밀조사보고서,(유구지구),활석,충청남도공주시유구읍,"대흥_046,대흥_047,대흥_057,대흥_058",93정-006
정밀조사,1993,유구(활석)지구정밀조사보고서,(유구지구),활석,충청남도예산군신양면,"대흥_044,대흥_054,대흥_064",93정-005
정밀조사,1993,영춘(석회석)지구정밀조사보고서,(영춘지구),석회석,"강원도영월군남면,충청북도제천시송학면","영월_130,영월_140,영춘_121,영춘_122,영춘_131",93정-004
정밀조사,1993,정선(석회석)지구정밀조사보고서,(정선지구),석회석,"강원도정선군남면,강원도정선군화암면","예미_001,예미_002,예미_011,정선_010,호명_142",93정-003
정밀조사,1993,임계(석회석)지구정밀조사보고서,(임계지구),석회석,"강원도삼척시하장면장전리,강원도삼척시하장면추동리","임계_041,임계_050,임계_051,임계_060,임계_061",93정-002
정밀조사,1993,삼척(석회석)지구정밀조사보고서,(삼척지구),석회석,"강원도삼척시근덕면교곡리,강원도삼척시노곡면고자리,강원도삼척시노곡면상군천리,강원도삼척시노곡면상반천리,강원도삼척시노곡면상월산리","고사리_051,고사리_061,고사리_071,고사리_081,삼척_039,삼척_049,삼척_050,삼척_059,삼척_060,삼척_070",93정-001
시추결과,1993,세일산업사(화강암)시추결과보고서(석재),세일산업사,골재,경상북도상주시낙동면신오리,,93시-081
시추결과,1993,삼우석재(화강암)시추결과보고서(석재),삼우석재,골재,경기도포천시창수면가양리,포천_012,93시-080
시추결과,1993,옥산석재(화강암)시추결과보고서(석재),옥산석재,골재,경상북도문경시가은읍수예리,,93시-079
시추결과,1993,동원석재(화강암)시추결과보고서(석재),동원석재,골재,전라북도남원시보절면진기리,,93시-078
시추결과,1993,대성창수석재(화강암)시추결과보고서(석재),대성창수석재,골재,경기도포천시창수면,,93시-077
시추결과,1993,삼광산업사(화강암)시추결과보고서(석재),삼광산업사,골재,전라북도익산시낭산면낭산리,강경_128,93시-076
시추결과,1993,영보석재(흑운모화강암)시추결과보고서(석재),영보석재,골재,전라북도익산시함열읍석매리,,93시-075
시추결과,1993,영진석재(화강암)시추결과보고서(석재),영진석재,골재,경기도포천시영북면자일리,지포리_125,93시-074
