입고연도,구분,사업명,시공연도,분류,광산명,광종,소재지,광구,번호,광업권자,시추공,시추공 좌표기준,시추공 좌표(X),시추공 좌표(Y), 심추공 심도 ,심추공 규격,암추 보고서,암추 주상도,암추 도면,암추 분석결과,암추 이미지스캔,암추 다기능스캔,암추 물성시험,암추 현미경사진,암추 보관형태
2024,국고보조,탐광시추,2024,금속,가사도,금·은,전남 진도,지산,123,심재열,2024001,GRS80,112007,207894,160,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,가사도,금·은,전남 진도,지산,123,심재열,2024002,GRS80,112007,207894,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,가사도,금·은,전남 진도,지산,123,심재열,2024003,GRS80,112007,207894,170,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,가사도,금·은,전남 진도,지산,123,심재열,2024004,GRS80,112312,207939,140,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,대남,금·은,충남 청양,청양,138,"강승모, 유승준",2024001,GRS80,179447,420279,250,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,대남,금·은,충남 청양,청양,138,"강승모, 유승준",2024002,GRS80,179423,420337,240,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,은산,금·은,전남 해남,우수영,76,썬시멘트㈜,2024001,GRS80,143031,219789,180,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,은산,금·은,전남 해남,우수영,76,썬시멘트㈜,2024002,GRS80,143031,219789,180,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,천봉,금·은,경북 상주,상주,53,㈜루체,2024001,GRS80,124184,429085,120,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,천봉,금·은,경북 상주,상주,53,㈜루체,2024002,GRS80,124179,429049,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,천봉,금·은,경북 상주,상주,53,㈜루체,2024003,GRS80,124184,429011,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,성보,금·은,경남 사천,사천,70,윤덕규,2024001,GRS80,122063,269620,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,성보,금·은,경남 사천,사천,70,윤덕규,2024002,GRS80,122063,269620,220,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024001,GRS80,130024,497406,80,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024002,GRS80,130024,497406,80,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024003,GRS80,130086,497377,100,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024004,GRS80,130187,497302,70,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024005,GRS80,130206,497299,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,금성,몰리브덴,충북 제천,제천,26,삼양리소스㈜,2024006,GRS80,130206,497299,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,신예미,철,강원 정선,예미,49,한덕철광산업㈜,2024001,GRS80,170500,510911,300,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,신예미,철,강원 정선,예미,59,한덕철광산업㈜,2024002,GRS80,170090,510779,300,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,49,한덕철광산업㈜,2023001,GRS80,170509,509239,300,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,49,한덕철광산업㈜,2023002,GRS80,170547,510657,250,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,49,한덕철광산업㈜,2023003,GRS80,170582,510827,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,59,한덕철광산업㈜,2023004,GRS80,170426,510916,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,59,한덕철광산업㈜,2023005,GRS80,140322,510936,130,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,59,한덕철광산업㈜,2023006,GRS80,170240,510917,120,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,59,한덕철광산업㈜,2023007,GRS80,170186,510770,180,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2023,금속,신예미,철,강원 정선,예미,49,한덕철광산업㈜,2023008,GRS80,170535,509384,300,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024001,GRS80,220472,613142,210,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024002,GRS80,220425,613123,214,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024003,GRS80,220325,612930,196,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024004,GRS80,220325,612930,180,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024005,GRS80,220324,612925,160,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,금속,관인마그네타이트,티탄철,경기 포천,연천,14,삼양리소스㈜,2024006,GRS80,220324,612925,180,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,강원머티리얼,석회석,강원 정선,임계,100,강원머티리얼㈜,2024001,GRS80,185565,527635,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,강원머티리얼,석회석,강원 정선,임계,100,강원머티리얼㈜,2024002,GRS80,185477,527815,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,강원머티리얼,석회석,강원 정선,임계,100,강원머티리얼㈜,2024003,GRS80,185583,527813,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,경기금산,석회석,충남 금산,금산,63,경기광업㈜,2024001,GRS80,235210,392063,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,경기금산,석회석,충남 금산,금산,63,경기광업㈜,2024002,GRS80,235364,392035,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,경기금산,석회석,충남 금산,금산,63,경기광업㈜,2024003,GRS80,235049,391781,250,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,금산평창,석회석,강원 평창,평창,39,㈜금산산업,2024001,GRS80,151321,528456,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,금산평창,석회석,강원 평창,평창,39,㈜금산산업,2024002,GRS80,151243,528843,117,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,금산평창,석회석,강원 평창,평창,29,㈜금산산업,2024003,GRS80,151471,528627,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,금산평창,석회석,강원 평창,평창,39,㈜금산산업,2024004,GRS80,151318,528730,230,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성삼척,석회석,강원 삼척,고사리,83,대성엠디아이㈜,2024001,GRS80,209110,521454,211,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성삼척,석회석,강원 삼척,고사리,83,대성엠디아이㈜,2024002,GRS80,209110,521454,250,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성삼척,석회석,강원 삼척,고사리,83,대성엠디아이㈜,2024003,GRS80,209110,521454,250,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성제천,석회석,충북 제천,영춘,112,대성엠디아이㈜,2024001,GRS80,137989,504388,330,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성제천,석회석,충북 제천,영춘,112,대성엠디아이㈜,2024002,GRS80,138012,504647,240,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성제천,석회석,충북 제천,영춘,112,대성엠디아이㈜,2024003,GRS80,138048,504983,192,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,디에프씨,석회석,충북 제천,영춘,124,디에프씨㈜,2024001,GRS80,137597,502180,100,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,디에프씨,석회석,충북 제천,영춘,124,디에프씨㈜,2024002,GRS80,137797,501983,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,디에프씨,석회석,충북 제천,영춘,114,디에프씨㈜,2024003,GRS80,137927,501835,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,백운,석회석,강원 삼척,호명,63,㈜지엠씨,2024001,GRS80,190295,520983,111,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,백운,석회석,강원 삼척,호명,63,㈜지엠씨,2024002,GRS80,190295,520983,250,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,백운,석회석,강원 삼척,호명,63,㈜지엠씨,2024003,GRS80,190358,521057,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,49,삼표자원개발㈜,2024001,GRS80,215635,528346,250,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,50,삼표자원개발㈜,2024002,GRS80,215503,528003,150,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,49,삼표자원개발㈜,2024003,GRS80,215792,528314,300,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,50,삼표자원개발㈜,2024004,GRS80,215947,527922,150,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,50,삼표자원개발㈜,2024005,GRS80,215631,528173,240,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼표제이,석회석,강원 삼척,삼척,50,삼표자원개발㈜,2024006,GRS80,215850,528145,220,NQ,×,×,×,×,×,×,×,×,Slabbed Core
2024,국고보조,탐광시추,2024,비금속,삼호,석회석,충북 보은,청산,"096-1,3",김은정(㈜삼호엠),2024001,GRS80,276072,424543,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,삼호,석회석,충북 보은,청산,"096-1,3",김은정(㈜삼호엠),2024002,GRS80,275691,424470,50,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,삼호,석회석,충북 보은,청산,"096-1,3",김은정(㈜삼호엠),2024003,GRS80,275685,424528,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,삼호,석회석,충북 보은,청산,"096-1,3",김은정(㈜삼호엠),2024004,GRS80,275673,424527,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023001,GRS80,174307,519369,100,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023002,GRS80,174322,519454,50,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023003,GRS80,174635,519936,50,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023004,GRS80,174457,519601,50,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023005,GRS80,174129,519275,50,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,기타,민간시추,2023,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2023006,GRS80,174129,519275,200,NQ,○,○,○,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2024001,GRS80,174530,519616,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2024002,GRS80,174582,520004,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2024003,GRS80,174789,520311,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신동,석회석,강원 정선,예미,24,㈜신동,2024004,GRS80,174892,520388,139,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신원삼육,석회석,강원 정선,예미,36,㈜신원,2024001,GRS80,172412,516645,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,신원삼육,석회석,강원 정선,예미,36,㈜신원,2024002,GRS80,172409,516645,118,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,아세아영월,석회석,강원 영월,영월,115,아세아시멘트㈜,2024001,GRS80,139152,518346,386,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,에코이엠씨,석회석,강원 정선,임계,99,㈜에코이엠씨,2024002,GRS80,185687,529528,162,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,에코이엠씨,석회석,강원 정선,임계,99,㈜에코이엠씨,2024003,GRS80,185687,529528,200,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,에코이엠씨,석회석,강원 정선,임계,99,㈜에코이엠씨,2024004,GRS80,185458,529096,200,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용연,석회석,강원 삼척,호명,62,㈜이에프,2024001,GRS80,190734,522763,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용연,석회석,강원 삼척,호명,62,㈜이에프,2024002,GRS80,191173,522789,133,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용연,석회석,강원 삼척,호명,62,㈜이에프,2024003,GRS80,190906,522809,70,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용연,석회석,강원 삼척,호명,62,㈜이에프,2024004,GRS80,190913,522723,70,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,우룡,석회석,강원 영월,영월,5,㈜우룡,2024001,GRS80,154378,519022,100,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,우룡,석회석,강원 영월,영월,5,㈜우룡,2024002,GRS80,154227,517999,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,우룡,석회석,강원 영월,영월,5,㈜우룡,2024003,GRS80,154479,519310,120,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,진산,석회석,충남 금산,금산,74,김광래,2024001,GRS80,234464,389807,150,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,진산,석회석,충남 금산,금산,74,김광래,2024002,GRS80,234465,389814,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,진산,석회석,충남 금산,금산,74,김광래,2024003,GRS80,234404,389843,100,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,진산,석회석,충남 금산,금산,74,김광래,2024004,GRS80,234455,389792,80,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림영월,석회석,강원 영월,영춘,132,청림자원㈜,2024001,GRS80,135889,506103,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림영월,석회석,강원 영월,영춘,131,청림자원㈜,2024002,GRS80,136169,506551,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림영월,석회석,강원 영월,영춘,131,청림자원㈜,2024003,GRS80,135825,506257,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림청삼,석회석,강원 삼척,고사리,104,청림실업㈜,2024001,GRS80,206446,519924,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림청삼,석회석,강원 삼척,고사리,104,청림실업㈜,2024002,GRS80,207303,519879,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,청림청삼,석회석,강원 삼척,고사리,104,청림실업㈜,2024003,GRS80,207383,520413,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,충무정선,석회석,강원 정선,예미,11,㈜충무화학,2024001,GRS80,175792,524645,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,충무정선,석회석,강원 정선,예미,1,㈜충무화학,2024002,GRS80,177028,525420,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,충무정선,석회석,강원 정선,예미,1,㈜충무화학,2024003,GRS80,177008,525408,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,충무정선,석회석,강원 정선,예미,1,㈜충무화학,2024004,GRS80,177125,525452,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태경화암,석회석,강원 정선,임계,139,㈜백광소재,2024001,GRS80,180434,529910,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태경화암,석회석,강원 정선,임계,128,㈜백광소재,2024002,GRS80,181397,530319,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태경화암,석회석,강원 정선,임계,128,㈜백광소재,2024003,GRS80,181732,530390,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태민덕암,석회석,강원 정선,임계,89,㈜태민광업,2024001,GRS80,187406,529554,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태민덕암,석회석,강원 정선,임계,89,㈜태민광업,2024002,GRS80,187409,529538,50,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태민덕암,석회석,강원 정선,임계,89,㈜태민광업,2024003,GRS80,187419,529439,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태민덕암,석회석,강원 정선,임계,89,㈜태민광업,2024004,GRS80,187419,529439,110,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태영삼도,석회석,강원 삼척,고사리,94,㈜태영이엠씨,2024001,GRS80,207565,519389,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태영삼도,석회석,강원 삼척,고사리,94,㈜태영이엠씨,2024002,GRS80,207589,520757,200,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태영삼도,석회석,강원 삼척,고사리,84,㈜태영이엠씨,2024003,GRS80,209032,518946,111,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태영청수,석회석,강원 평창,예미,112,㈜태영이엠씨,2024001,GRS80,161464,523777,225,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,태영청수,석회석,강원 평창,예미,112,㈜태영이엠씨,2024002,GRS80,161427,523789,225,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성석교,백운석,충북 단양,영춘,102,대성엠디아이㈜,2024001,GRS80,140621,505483,300,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,대성석교,백운석,충북 단양,영춘,92,대성엠디아이㈜,2024002,GRS80,141048,505282,300,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,애생,고령토,충북 충주,황강리,137,㈜애생,2024001,GRS80,112828,477437,150,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,애생,고령토,충북 충주,황강리,137,㈜애생,2024002,GRS80,112828,477437,100,NQ,×,×,×,×,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용산,규석,강원 정선,임계,73,남명개발㈜,2024003,GRS80,188905,540423,70,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용산,규석,강원 정선,임계,73,남명개발㈜,2024004,GRS80,188896,540350,70,NQ,○,○,○,○,×,×,×,×,Whole Core
2024,국고보조,탐광시추,2024,비금속,용산,규석,강원 정선,임계,73,남명개발㈜,2024005,GRS80,188816,540311,70,NQ,○,○,○,○,×,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,가사도,금.은, 전남 진도 조도,지산,123,썬시멘트주식회사 해남지점,2023004,GRS80,112663,208692,200,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,가사도,금.은, 전남 진도 조도,지산,123,썬시멘트주식회사 해남지점,2023005,GRS80,112663,208692,230,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,연풍,은, 충북 괴산 연풍,괴산,12,동원소재,2023001,GRS80,287424,467320,240,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,연풍,은, 충북 괴산 연풍,괴산,12,동원소재,2023002,GRS80,287424,467320,220,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,금성광산,몰리브덴, 충북 제천 금성,제천,26,삼양마이닝㈜,2023001,GRS80,129968,497396,100,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,금성광산,몰리브덴, 충북 제천 금성,제천,26,삼양마이닝㈜,2023002,GRS80,130066,497374,100,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,금성광산,몰리브덴, 충북 제천 금성,제천,26,삼양마이닝㈜,2023003,GRS80,130113,497369,120,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,금성광산,몰리브덴, 충북 제천 금성,제천,26,삼양마이닝㈜,2023004,GRS80,130176,497341,100,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,금성광산,몰리브덴, 충북 제천 금성,제천,26,삼양마이닝㈜,2023005,GRS80,130213,497321,90,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,양양,철, 강원 양양 서,양양,115,대한광물(주),2023001,GRS80,160945,609234,250,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,양양,철, 강원 양양 서,양양,115,대한광물(주),2023002,GRS80,160945,609234,220,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,양양,철, 강원 양양 서,양양,115,대한광물(주),2023003,GRS80,161072,609255,120,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,양양,철, 강원 양양 서,양양,115,대한광물(주),2023004,GRS80,161072,609255,100,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,양양,철, 강원 양양 서,양양,115,대한광물(주),2023005,GRS80,160945,609234,80,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,3,삼양리소스㈜,2023001,GRS80,220830,613489,100,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,3,삼양리소스㈜,2023002,GRS80,220830,613489,90,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,14,삼양리소스㈜,2023003,GRS80,220368,613010,160,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,14,삼양리소스㈜,2023004,GRS80,220369,613002,150,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,14,삼양리소스㈜,2023005,GRS80,220340,612944,190,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,금속,관인,티탄철, 경기 포천 관인,연천,14,삼양리소스㈜,2023006,GRS80,220340,612944,178,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,비금속,강원머티리얼,석회석, 강원 정선 임계,임계,100,강원머티리얼 주식회사,2023001,GRS80,185690,527568,150,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,비금속,강원머티리얼,석회석, 강원 정선 임계,임계,100,강원머티리얼 주식회사,2023002,GRS80,185937,527628,200,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,비금속,강원머티리얼,석회석, 강원 정선 임계,임계,100,강원머티리얼 주식회사,2023003,GRS80,186099,527557,150,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,비금속,금산평창,석회석, 강원 평창 평창,평창,39,(주)금산산업,2023001,GRS80,151250,528874,240,NQ,○,○,○,○,○,×,×,×,Whole Core
2023,국고보조,탐광시추,2023,비금속,금산평창,석회석, 강원 평창 평창,평창,39,(주)금산산업,2023002,GRS80,151268,528717,240,NQ,○,○,○,○,○,×,×,×,Whole Core
