작성연도,보고서명,광산명,광종,소재지,광업지적,보고서번호
2012,상주(몰리브덴)지구 정밀조사보고서,(상주지구),몰리브덴,"경상북도 구미시 무을면 ,경상북도 김천시 감문면 ,경상북도 상주시 공성면 ","옥산동_065,옥산동_075",12정-002
2012,남해(몰리브덴)지구 정밀조사보고서,삼동(남해지구),몰리브덴,경상남도 남해군 삼동면 봉화리,"미조_133,미조_143",12정-001
2011,용유리(우라늄)지구 정밀조사보고서,(용유리지구),"바나듐,우라늄","충청북도 괴산군 청천면 귀만리,충청북도 괴산군 청천면 후평리","용유리_142,용유리_143",11정-002
2011,보은(우라늄)지구 정밀조사보고서,(보은지구),우라늄,"충청북도 보은군 회남면 조곡리,충청북도 보은군 회남면 판장리","보은_084,보은_094,보은_095,보은_105,보은_106",11정-001
2011,영월-중동(규석)지구 정밀조사보고서,(영월-중동지구),"규석,금,몰리브덴,은,텅스텐",강원도 영월군 중동면 ,"옥동_022,옥동_032,옥동_042",11정-006
2011,단양-매포(백운석)지구 정밀조사보고서,(단양-매포지구),"백운석,석회석","충청북도 단양군 매포읍 ,충청북도 단양군 적성면 ","영춘_117,영춘_118,영춘_126,영춘_127,영춘_128,영춘_136,영춘_137,영춘_138",11정-005
2011,단양-영춘(석회석)지구 정밀조사보고서,(단양-영춘지구),석회석,"충청북도 단양군 가곡면 ,충청북도 단양군 영춘면 ","영춘_008,영춘_009,영춘_019,영춘_020,영춘_030,옥동_148",11정-004
2011,봉화-석포(석회석)지구 정밀조사보고서,"대명규석(봉화-석포지구),소천석회석(봉화-석포지구),연화(봉화-석포지구)",석회석,"강원도 태백시 금천동 ,강원도 태백시 동점동 ,경상북도 봉화군 석포면 대현리","서벽_006,서벽_016,장성_136,장성_146",11정-003
2011,삼척-신기(Ⅱ)(석회석)지구 정밀조사보고서,(삼척-신기Ⅱ지구),석회석,강원도 삼척시 하장면 갈전리,"임계_069,임계_078,임계_079",11정-002
2011,삼척-신기(Ⅰ)(석회석)지구 정밀조사보고서,(삼척-신기Ⅰ지구),석회석,"강원도 삼척시 신기면 ,강원도 삼척시 하장면 ","삼척_130,삼척_140,삼척_149,삼척_150,임계_010,임계_020",11정-001
2011,현동2(주석)지구 정밀조사보고서,(현동2지구),주석,경상북도 울진군 서면 왕피리,"현동_016,현동_027,현동_037",11정-005
2011,춘천(철)지구 정밀조사보고서,(춘천지구),철,강원도 춘천시 사북면 고탄리,"춘천_021,춘천_022",11정-004
2011,"현동1(연,아연)지구 정밀조사보고서",(현동1지구),"아연,연","경상북도 봉화군 소천면 두음리,경상북도 봉화군 소천면 서천리,경상북도 봉화군 재산면 갈산리","현동_109,현동_110,현동_120",11정-003
2011,황강리(몰리브덴)지구 정밀조사보고서,(황강리지구),"금,몰리브덴,은,텅스텐","충청북도 제천시 수산면 계란리,충청북도 제천시 수산면 수리,충청북도 제천시 수산면 적곡리","황강리_015,황강리_016,황강리_025,황강리_026",11정-002
2011,"주천(금,은)지구 정밀조사보고서",(주천지구),"금,몰리브덴,은","강원도 영월군 서면 ,강원도 영월군 주천면 ,강원도 영월군 주천면 판운리","영월_113,영월_114",11정-001
2010,미원(우라늄)지구 정밀조사보고서,(미원지구),"바나듐,우라늄","충청북도 보은군 산외면 ,충청북도 청원군 미원면 ","미원_004,미원_014,미원_015",10정-002
2010,괴산(우라늄)지구 정밀조사보고서,(괴산지구),"바나듐,석탄,우라늄,흑연",충청북도 괴산군 청천면 ,"괴산_117,괴산_118,괴산_127",10정-001
2010,영월-서(백운석)지구 정밀조사보고서,(영월-서지구),백운석,강원도 영월군 한반도면 ,"영월_088,영월_089,영월_090",10정-006
2010,영월-중동(규석)지역 정밀조사보고서,(영월-중동지구),규석,"강원도 영월군 상동면 ,강원도 영월군 중동면 ","옥동_001,옥동_011,옥동_031,옥동_052",10정-005
2010,정선-남(석회석)지구 정밀조사보고서,(정선-남지구),석회석,"강원도 정선군 남면 ,강원도 정선군 신동면 ","예미_003,예미_004,예미_012,예미_015,예미_047,예미_057,호명_134,호명_135,호명_143,호명_144",10정-004
2010,삼척-도계(석회석)지구 정밀조사보고서,(삼척-도계지구),석회석,"강원도 삼척군 소달면 황조리,강원도 삼척시 노곡면 주지리,강원도 삼척시 도계읍 도계리,강원도 삼척시 도계읍 마교리,강원도 삼척시 도계읍 무건리","고사리_075,고사리_076,고사리_077,고사리_086,고사리_087,고사리_116,고사리_117",10정-003
2010,삼척-신기Ⅱ(석회석)지구 정밀조사보고서,(삼척-신기지구),석회석,"강원도 삼척시 노곡면 고자리,강원도 삼척시 노곡면 상반천리,강원도 삼척시 노곡면 상천기리,강원도 삼척시 노곡면 여삼리,강원도 삼척시 노곡면 하반천리,강원도 삼척시 미로면 하정리","삼척_068,삼척_069,삼척_079",10정-002
2010,삼척-신기Ⅰ(석회석)지구 정밀조사보고서,동해(삼척-신기지구),석회석,강원도 삼척시 신기면 ,"고사리_082,고사리_083,고사리_093",10정-001
2010,연일(몰리브덴)지구 정밀조사보고서,(연일지구),몰리브덴,"경상북도 포항시 남구 장기면 산서리,경상북도 포항시 남구 장기면 수성리","연일_028,연일_029",10정-006
2010,"지례(금,은)지구 정밀조사보고서",(지례지구),"금,은","경상북도 성주군 가천면 동원리,경상북도 성주군 수륜면 봉양리","지례_049,지례_050",10정-005
2010,양양(철)지구 정밀조사보고서,(양양지구),철,"강원도 양양군 서면 서선리,강원도 양양군 서면 장승리,강원도 양양군 양양읍 화일리","양양_115,양양_116",10정-004
2010,현동(중석)지구 정밀조사보고서,(현동지구),텅스텐,"경상북도 봉화군 소천면 분천리,경상북도 울진군 서면 광회리","현동_055,현동_056,현동_066",10정-003
2010,지포리(철)지구 정밀조사보고서,(지포리지구),철,"경기도 포천시 영북면 야미리,경기도 포천시 영중면 성동리","지포리_128,지포리_138,지포리_139",10정-002
2010,목계(몰리브덴)지구 정밀조사보고서,(목계지구),"금,몰리브덴,몰리브덴,은",충청북도 충주시 앙성면 ,"목계_125,목계_126",10정-001
2009,대전(우라늄)지구  정밀조사보고서,추부탄광,우라늄,"대전광역시 동구 상소동 ,충청남도 금산군 추부면 ","대전_017,대전_018,대전_027,대전_028",09정-001
2009,정선-임계(석회석)지역 정밀조사보고서,정선-임계지구,석회석,"강원도 정선군 임계면 고양리,강원도 정선군 임계면 문래리,강원도 정선군 임계면 용산리","임계_086,임계_094,임계_095,임계_096",09정-004
2009,영월(백운석)지구 정밀조사보고서,영월,백운석,강원도 영월군 북면 ,"영월_026,영월_036,영월_037,영월_047,영월_048,영월_057",09정-003
2009,단양(석회석)지구 정밀조사보고서,단양지구,석회석,"충청북도 단양군 단양읍 노동리,충청북도 단양군 단양읍 덕상리,충청북도 단양군 단양읍 심곡리,충청북도 단양군 단양읍 증도리,충청북도 단양군 단양읍 후곡리,충청북도 단양군 적성면 애곡리","단양_083,단양_084,단양_093,단양_094",09정-002
2009,미원-증평(규석)지구 정밀조사보고서,미원-증평지구,규석,"충청북도 괴산군 청안면 부흥리,충청북도 괴산군 청천면 선평리,충청북도 괴산군 청천면 청천리,충청북도 청원군 미원면 구방리,충청북도 청원군 미원면 기암리(岐岩),충청북도 청원군 미원면 쌍이리","미원_011,미원_021,미원_022,미원_032,증평_020",09정-001
2009,"상금곡(연,아연)지구 정밀조사보고서",상금곡,"아연,연","경상북도 문경시 동로면 ,경상북도 문경시 산북면 ","상금곡_127,상금곡_137",09정-003
2009,"현리(연,아연)지구  정밀조사보고서",현리지구,"아연,연","강원도 인제군 기린면 방동리,강원도 홍천군 내면 광원리","현리_038,현리_048",09정-002
2009,"장성(연,아연)지구 정밀조사보고서",장성지구,"동,아연,연","강원도 삼척시 가곡면 풍곡리,강원도 태백시 철암동 ","장성_083,장성_093",09정-001
2008,대전(우라늄)지구 정밀조사보고서,대전지구,우라늄,"대전광역시 동구 하소동 ,충청남도 금산군 복수면 목소리,충청남도 금산군 추부면 마전리","대전_029,대전_039,대전_049",08정-001
2008,충주-황강리(규석)지구 정밀조사보고서,충주-황강리,"규석,백운석,활석",충청북도 충주시 살미면 ,"충주_003,충주_004,충주_005,충주_015,황강리_143,황강리_144",08정-005
2008,천지-석병산(석회석)지구  정밀조사보고서,"석병산지구,천지지구",석회석,"강원도 강릉시 강동면 임곡리,강원도 강릉시 옥계면 북동리,강원도 강릉시 옥계면 산계리,경상북도 청송군 파천면 지경리","석병산_011,석병산_012,석병산_013,석병산_021,석병산_022,석병산_023,석병산_024,석병산_025,천지_003,천지_004",08정-004
2008,영춘(석회석)지구  정밀조사보고서,영춘지구,석회석,충청북도 단양군 어상천면 ,"영춘_093,영춘_094,영춘_095,영춘_103,영춘_104,영춘_105",08정-003
2008,고사리(석회석)지구  정밀조사보고서,고사리지구,석회석,"강원도 삼척시 도계읍 마교리,강원도 삼척시 도계읍 상덕리,강원도 삼척시 도계읍 황조리","고사리_096,고사리_097,고사리_106,고사리_107",08정-002
2008,감포(벤토나이트)지구  정밀조사보고서,"제일,청학씨앤디",벤토나이트,"경상북도 경주시 양남면 석촌리,경상북도 경주시 양남면 효동리,경상북도 경주시 외동읍 ","감포_068,감포_077,감포_078",08정-001
2008,장계(몰리브덴)지구  정밀조사보고서,장수,몰리브덴,"경상남도 함양군 서상면 상남리,전라북도 장수군 장계면 명덕리","장계_056,장계_057",08정-003
2008,"장성(연,아연)지구  정밀조사보고서",가곡,"동,아연,연","강원도 삼척시 가곡면 풍곡리,강원도 태백시 철암동 ","장성_074,장성_084,장성_094",08정-002
2008,연천(티탄철)지구  정밀조사보고서,연천지구,티탄철,"경기도 포천시 관인면 중리,경기도 포천시 영북면 대회산리","연천_015,연천_016",08정-001
2007,옥동(석회석)지구 정밀조사보고서,옥동지구,석회석,"강원도 영월군 김삿갓면 ,강원도 영월군 중동면 ,충청북도 단양군 영춘면 ","옥동_062,옥동_072,옥동_115,옥동_125,옥동_126",07정-006
2007,호명-임계(석회석)지구 정밀조사보고서,"임계지구,호명지구",석회석,"강원도 정선군 남면 ,강원도 정선군 사북읍 ,강원도 정선군 임계면 ,강원도 정선군 화암면 ","임계_097,임계_098,임계_107,임계_108,호명_092,호명_106,호명_114,호명_115,호명_116,호명_124,호명_125",07정-005
2007,서산(규석)지구 정밀조사보고서,서산지구,규석,"충청남도 태안군 원북면 ,충청남도 태안군 태안읍 ","서산_111,서산_121,서산_131,서산_132",07정-004
2007,삼척-석병산(석회석)지구 정밀조사보고서,"삼척지구,석병산지구",석회석,"강원도 강릉시 옥계면 산계리,강원도 동해시 삼화동 ,강원도 삼척시 미로면 ","삼척_124,삼척_125,삼척_126,삼척_127,석병산_034,석병산_035,석병산_044,석병산_045,석병산_046,석병산_047",07정-003
2007,단양-영월(석회석)지구 정밀조사보고서,"금진백석,기동,대성영월,대성적성,동양시멘트,우룡",석회석,충청북도 단양군 적성면 ,"단양_103,단양_103,단양_113,단양_122,단양_122,단양_122,단양_122,단양_123,영월_006,영월_007,영월_008,영월_018,영월_019",07정-002
2007,구정(고령토)지구 정밀조사보고서,보성,고령토,"경상남도 합천군 가야면 ,경상남도 합천군 야로면 ","구정_065,구정_065,구정_065,구정_075,구정_076",07정-001
2007,"제천(금,은)지구 정밀조사보고서","성지,청풍","규석,규회석,금,몰리브덴,석회석,은",충청북도 제천시 금성면 ,"제천_057,제천_067,제천_077,제천_087",07정-002
2007,음성(금)지구 정밀조사보고서,음성,"금,은",충청북도 음성군 금왕읍 ,"음성_102,음성_104,음성_112,음성_113,음성_114",07정-001
2006,정선-호명(석회석)지구  정밀조사보고서,정선-호명지구,석회석,"강원도 삼척시 하장면 ,강원도 정선군 화암면 ","임계_070,임계_080,임계_090,호명_052,호명_061,호명_062,호명_071,호명_072,호명_073,호명_081,호명_082",06정-006
2006,삼척-신기(석회석)지구  정밀조사보고서,쌍용신기,석회석,강원도 삼척시 신기면 ,"삼척_109,삼척_110,삼척_119,삼척_120",06정-005
2006,삼척-대기(석회석)지구  정밀조사보고서,삼척-대기지구,석회석,"강원도 삼척시 도계읍 ,강원도 삼척시 신기면 ,강원도 태백시 하사미동 ","고사리_111,고사리_112,고사리_112,고사리_113,고사리_113,고사리_114,고사리_114,고사리_121,고사리_122,고사리_123,고사리_124,고사리_124,고사리_132,고사리_132,고사리_133,고사리_134,고사리_134,고사리_143,고사리_144,고사리_144",06정-004
2006,삼척-대평(석회석)지구  정밀조사보고서,삼척-대평지구,석회석,"강원도 삼척시 노곡면 ,강원도 삼척시 신기면 ","삼척_089,삼척_091,삼척_092,삼척_099,삼척_100",06정-003
2006,경주-양남(벤토나이트)지구  정밀조사보고서,"나아,두산,자부",벤토나이트,"경상북도 경주시 양남면 ,경상북도 경주시 양남면 석읍리,경상북도 경주시 양북면 두산리","감포_035,감포_036,감포_037,감포_046,감포_047",06정-002
2006,정선-사북(석회석)지구  정밀조사보고서,"경동,백양,쌍용하장",석회석,"강원도 삼척시 하장면 판문리,강원도 정선군 사북읍 사북리,강원도 정선군 사북읍 직전리,강원도 정선군 화암면 백전리","호명_075,호명_076,호명_085,호명_086,호명_095,호명_096",06정-001
2006,"제천(금,은)지구 정밀조사보고서",금풍,"금,동,아연,연,은",충청북도 제천시 수산면 ,"황강리_042,황강리_043",06정-004
2006,제천(몰리브덴)지구 정밀조사보고서,금성,"금,동,몰리브덴,석회석,연,은",충청북도 제천시 금성면 ,"제천_016,제천_026",06정-003
2006,"봉화(연,아연)지구 정밀조사보고서",산막(봉화지구),"아연,연",경상북도 봉화군 재산면 ,"도계동_101,도계동_111",06정-002
2006,"봉화(금,은)지구 정밀조사보고서",금정,"금,은","강원도 영월군 상동면 ,경상북도 봉화군 춘양면 ","서벽_116,서벽_117",06정-001
2005,평해(몰리브덴)지구  정밀조사보고서,"삼율소보,연상한송",몰리브덴,"경상북도 울진군 온정면 ,경상북도 울진군 후포면 ","평해_050,평해_060,평해_078",05정-012
2005,평창-미탄(석회석)지구 정밀조사보고서,"대성광업개발,태영청수",석회석,"강원도 평창군 미탄면 마하리,강원도 평창군 미탄면 수청리","예미_102,예미_103,예미_112,예미_113",05정-011
2005,평창-노론(석회석)지구 정밀조사보고서,평창-노론지구,석회석,"강원도 영월군 북면 ,강원도 평창군 미탄면 ,강원도 평창군 평창읍 ","평창_029,평창_039,평창_040,평창_050",05정-010
2005,정선-북면(석회석)지구 정밀조사보고서,"우전,조한정선",석회석,"강원도 정선군 여량면 구절리,강원도 정선군 여량면 봉정리,강원도 정선군 여량면 여량리,강원도 정선군 여량면 유천리,강원도 정선군 임계면 반천리","임계_141,임계_142,임계_143,정선_001,정선_002",05정-009
2005,정선-동면(석회석)지구 정밀조사보고서,정선-동면지구,석회석,강원도 정선군 화암면 ,"임계_150,정선_010,호명_111,호명_141,호명_142",05정-008
2005,영월-서면(석회석)지구 정밀조사보고서,대성쌍용,백운석,"강원도 영월군  ,강원도 영월군 남면 ,충청북도 단양군 어상천면 ","영춘_092,영춘_101,영춘_102",05정-007
2005,양남(벤토나이트)지구 정밀조사보고서,"동양,오성,태령",벤토나이트,"경상북도 경주시 양남면 효동리,경상북도 경주시 양북면 송전리","감포_055,감포_056,감포_066,감포_067",05정-006
2005,삼척_하장(석회석)지구 정밀조사보고서,삼척-하장지구,석회석,"강원도 삼척시 하장면 ,강원도 정선군 사북읍 ,강원도 정선군 화암면 ","호명_063,호명_074,호명_083,호명_084,호명_091,호명_093,호명_094",05정-005
2005,부산-강서(납석)지구 정밀조사보고서,보배광업사,"납석,도석","경상남도 창원시 진해구 가주동 ,경상남도 창원시 진해구 두동 ,부산광역시 강서구 녹산동 ,부산광역시 강서구 지사동 ","가덕_083,가덕_092,가덕_093,가덕_093,가덕_103",05정-004
2005,단양-어상천(석회석)지구 정밀조사보고서,"갑산석회석,아진,현대단양",석회석,"충청북도 단양군 매포읍 ,충청북도 단양군 어상천면 ,충청북도 제천시 자작동 ","영춘_114,영춘_115,영춘_124,영춘_125",05정-003
2005,단양-매포(석회석)지구 정밀조사보고서,성신양회,석회석,"충청북도 단양군 가곡면 덕천리,충청북도 단양군 가곡면 여천리,충청북도 단양군 단양읍 도담리,충청북도 단양군 매포읍 상괴리,충청북도 단양군 매포읍 하괴리","영춘_080,영춘_090,영춘_100",05정-002
2005,가평(규석)지구 정밀조사보고서,고려실리카,규석,"강원도 춘천시 남산면 ,경기도 가평군 가평읍 ","춘천_129,춘천_139,춘천_140",05정-001
2005,"봉화(금,몰리브덴)지구 정밀조사보고서",금정,금,"강원도 영월군 상동읍 ,경상북도 봉화군 춘양면 ","서벽_105,서벽_106,서벽_107",05정-001
2004,청평(도석)지구 정밀조사보고서,청평,도석,경기도 가평군 청평면 삼회리,"양수리_061,양수리_071,청평_070,청평_080",04정-010
2004,정선-화암(석회석)지구 정밀조사보고서,정선-화암,석회석,"강원도 삼척시 하장면 ,강원도 정선군 남면 ,강원도 정선군 사북읍 ,강원도 정선군 임계면 ,강원도 정선군 화암면 ","임계_100,임계_110,호명_101,호명_102,호명_103,호명_104,호명_105,호명_126,호명_136,호명_146",04정-009
2004,정선-임계(석회석)지구 정밀조사보고서,"라파즈한라,반천,쌍용동해",석회석,강원도 정선군 임계면 ,"임계_093,임계_103,임계_113,임계_123",04정-008
2004,임실(도석)지구 정밀조사보고서,옥전(구보성),도석,"전라북도 임실군 강진면 ,전라북도 임실군 덕치면 ,전라북도 임실군 청웅면 ",갈담_038,04정-007
2004,영월-마차(석회석)지구 정밀조사보고서,"대성옥동,세우마차,우룡",석회석,"강원도 영월군 북면 마차리,강원도 영월군 영월읍 거운리,강원도 영월군 영월읍 문산리,강원도 평창군 미탄면 율치리","영월_003,영월_004,영월_005,영월_013,영월_014,영월_015",04정-006
2004,삼척-노곡(석회석)지구 정밀조사보고서,동양제1,석회석,"강원도 삼척시 근덕면 교곡리,강원도 삼척시 근덕면 금계리,강원도 삼척시 노곡면 우발리,강원도 삼척시 노곡면 하월산리,강원도 삼척시 적노동 ,강원도 삼척시 조비동 ","삼척_038,삼척_039,삼척_046,삼척_048,삼척_049,삼척_050,삼척_058,삼척_060",04정-005
2004,대보(불석)지구 정밀조사보고서,대보,불석,경상북도 포항시 남구 구룡포읍 구룡포리,"대보_130,대보_140",04정-004
2004,단양-매포(석회석)지구 정밀조사보고서,단양-매포,석회석,"충청북도 단양군 가곡면 ,충청북도 단양군 어상천면 ","영춘_078,영춘_088,영춘_089",04정-003
2004,금산(석회석)지구 정밀조사보고서,금산,석회석,"충청남도 금산군 남이면 ,충청남도 금산군 진산면 ","금산_063,금산_064,금산_065,금산_074",04정-002
2004,경주(벤토나이트)지구 정밀조사보고서,경주,벤토나이트,"경상북도 경주시 양남면 상계리,경상북도 경주시 양남면 서동리,경상북도 경주시 양남면 신서리","감포_050,울산_031,울산_041",04정-001
2004,함평(금)지구 정밀조사보고서,함평,"금,은","전라남도 함평군 손불면 궁산리,전라남도 함평군 손불면 죽장리","망운_023,망운_024",04정-003
2004,정선(금)지구 정밀조사보고서,"(구)왕제,백전","금,기타,동,비소,아연,안티몬,연,은",강원도 정선군 화암면 ,"호명_083,호명_084",04정-002
2004,마산(금)지구 정밀조사보고서,"삼정,용장","금,은","경상남도 창원시 마산회원구 내서읍 ,경상남도 함안군 칠원면 ","의령_004,의령_005",04정-001
2003,삼척-노곡(석회석)지구 정밀조사보고서,삼척-노곡,석회석,강원도 삼척시 노곡면 ,"고사리_073,고사리_074,고사리_081,삼척_080,삼척_090",03정-005
2003,영월-중동(석회석)지구 정밀조사보고서,영월-중동,석회석,"강원도 영월군 김삿갓면 ,강원도 태백시 혈동 ","서벽_033,서벽_043,서벽_053,서벽_072,서벽_082,서벽_092,예미_010,예미_020,예미_030,옥동_001,옥동_021,옥동_104,옥동_114",03정-004
2003,삼척-하장(석회석)지구 정밀조사보고서,삼척-하장,석회석,"강원도 삼척시 하장면 한소리,강원도 정선군 화암면 백전리","호명_001,호명_002,호명_011,호명_012,호명_021,호명_022,호명_024,호명_025,호명_034,호명_035,호명_056,호명_057,호명_066,호명_067",03정-003
2003,단양-매포(석회석)지구 정밀조사보고서,단양-매포,석회석,"충청북도 단양군 가곡면 여천리,충청북도 단양군 매포읍 가평리,충청북도 단양군 매포읍 매포리,충청북도 단양군 매포읍 상괴리,충청북도 단양군 매포읍 상시리,충청북도 단양군 매포읍 안동리,충청북도 단양군 매포읍 영천리,충청북도 단양군 매포읍 우덕리,충청북도 단양군 어상천면 덕문곡리","영춘_097,영춘_098,영춘_099,영춘_106,영춘_107,영춘_108,영춘_109,영춘_116",03정-002
2003,승주(장석)지구 정밀조사보고서,승주,장석,"전라남도 순천시 승주읍 ,전라남도 순천시 월등면 ","괴목_052,괴목_088,괴목_097,괴목_098",03정-001
2003,무안(금)지구 정밀조사보고서,무안,"금,비소,은","전라남도 무안군 해제면 광산리,전라남도 무안군 해제면 임수리","망운_133,망운_134,망운_144",03정-002
2003,거도(금)지구 정밀조사보고서,거도,"금,기타,동,비소,은",강원도 태백시 혈동 ,"서벽_053,서벽_062,서벽_063",03정-001
2002,화순(석회석)지구 정밀조사보고서,"영월-토교,제천-두학",석회석,"강원도 영월군 남면 토교리,강원도 영월군 한반도면 쌍용리,충청북도 단양군 어상천면 ,충청북도 제천시 두학동 ,충청북도 제천시 자작동 ","영월_030,영월_140,영춘_113,영춘_121,영춘_122,영춘_123,영춘_131,영춘_132,영춘_133,영춘_141,영춘_142",02정-007
2002,화순(규석)지구 정밀조사보고서,화순,규석,"전라남도 화순군 이양면 강성리,전라남도 화순군 춘양면 용두리",복내_144,02정-006
2002,정선-화암(석회석)지구 정밀조사보고서,정선-화암,석회석,"강원도 정선군 화암면 석곡리,강원도 정선군 화암면 화암리","임계_129,임계_139,임계_149",02정-005
2002,안동-임동(석회석)지구 정밀조사보고서,안동-임동,석회석,경상북도 안동시 임동면 ,"증평_029,증평_030,증평_030,증평_039,증평_040,증평_040",02정-004
2002,신안-압해(도석)지구 정밀조사보고서,거룡,도석,전라남도 신안군 압해읍 ,"무안_100,무안_116,무안_117",02정-003
2002,삼척-하장(석회석)지구 정밀조사보고서,쌍용하장,석회석,"강원도 삼척시 하장면 광동리,강원도 삼척시 하장면 추동리","임계_040,임계_050,임계_060,호명_031,호명_041,호명_051",02정-002
2002,삼척-노곡(석회석)지구 정밀조사보고서,"대성동해,쌍용삼척",석회석,"강원도 삼척시 노곡면 ,강원도 삼척시 조비동 ","고사리_061,고사리_071,삼척_047,삼척_056,삼척_057,삼척_059,삼척_070",02정-001
2002,횡성(금)지구 정밀조사보고서,횡성,"금,은",강원도 횡성군 우천면 산전리,"안흥_081,안흥_082,안흥_091,안흥_092",02정-004
2002,홍천(금)지구 정밀조사보고서,홍천,"금,은",강원도 홍천군 내촌면 광암리,자은_100,02정-003
2002,해남(금)지구 정밀조사보고서,해남,"금,은",전라남도 해남군 황산면 ,"우수영_058,우수영_068",02정-002
2002,영덕(금)지구 정밀조사보고서,유금,"금,은",경상북도 영덕군 병곡면 ,영해_063,02정-001
2001,호명-하장(석회석)지구 정밀조사보고서,덕암,석회석,"강원도 삼척시 하장면 ,강원도 정선군 임계면 ","임계_087,임계_088,임계_089,임계_099",01정-007
2001,정선-신동(석회석)지구 정밀조사보고서,"성우(구우진),신동(구 백광소재 삼육),한두",석회석,"강원도 정선군 남면 ,강원도 정선군 신동읍 ","예미_014,예미_024,예미_025,예미_035,예미_036,예미_045,예미_046",01정-006
2001,정선-문곡(석회석)지구 정밀조사보고서,정선-문곡지구,석회석,강원도 정선군 남면 문곡리,"예미_005,예미_006",01정-005
2001,울진(석회석)지구 정밀조사보고서,울진지구,석회석,"경상북도 울진군 근남면 ,경상북도 울진군 원남면 ","울진_074,울진_075,울진_085",01정-004
2001,성산(납석)지구 정밀조사보고서,백암,"납석,도석",전라남도 해남군 황산면 ,"우수영_058,우수영_068",01정-003
2001,서벽-옥동(석회석)지구 정밀조사보고서,대창상동,석회석,강원도 영월군 상동읍 ,"서벽_091,서벽_101,서벽_102,서벽_111,서벽_112,서벽_121",01정-002
2001,강진(규석)지구 정밀조사보고서,덕용,규석,"전라남도 강진군 도암면 봉황리,전라남도 강진군 도암면 석문리",해남_028,01정-001
2001,호명-하장(금)지구 정밀조사보고서,덕암,석회석,"강원도 삼척시 하장면 ,강원도 정선군 임계면 ","임계_087,임계_088,임계_089,임계_099",01정-004
2001,"해남(금,은)지구 정밀조사보고서","모이산,은산","금,은",전라남도 해남군 황산면 ,"우수영_066,우수영_067,우수영_076,우수영_077",01정-003
2001,포천(티탄철)지구 정밀조사보고서,"세우,연천",티탄철,경기도 포천시 관인면 ,"연천_003,연천_014",01정-002
2001,"음성(금,은)지구 정밀조사보고서",금풍(구금왕),"금,은",충청북도 음성군 금왕읍 ,음성_103,01정-001
2000,노화(납석)지구 정밀조사보고서,"노화도,완도",납석,전라남도 완도군 노화읍 ,"노화도_098,노화도_108",00정-007
2000,호명-하장(석회석)지구  정밀조사보고서,"경동석회석,용연",석회석,"강원도 삼척시 하장면 대전리,강원도 삼척시 하장면 어리,강원도 삼척시 하장면 용연리,강원도 삼척시 하장면 판문리,강원도 삼척시 하장면 한소리","호명_053,호명_054,호명_064,호명_065",00정-006
2000,제천-단양(석회석)지구  정밀조사보고서,"대곡,백광천주,송천,충무단양",석회석,"충청북도 단양군 매포읍 어의곡리,충청북도 단양군 매포읍 하괴리,충청북도 단양군 적성면 ,충청북도 단양군 적성면 기동리","단양_101,단양_102,단양_111,단양_112,단양_121",00정-005
2000,정선-예미(석회석)지구  정밀조사보고서,"성신,충무정선",석회석,"강원도 정선군 남면 낙동리,강원도 정선군 남면 유평리,강원도 정선군 화암면 석곡리","예미_001,예미_002,예미_003,예미_011,예미_013",00정-004
2000,삼척-도계(석회석)지구  정밀조사보고서,"대성동해,청삼,태영삼도",석회석,"강원도 삼척시 노곡면 주지리,강원도 삼척시 도계읍 고사리,강원도 삼척시 도계읍 늑구리,강원도 삼척시 도계읍 마교리,강원도 삼척시 도계읍 무건리,강원도 삼척시 도계읍 산기리,강원도 삼척시 신기면 마차리","고사리_084,고사리_085,고사리_094,고사리_095,고사리_103,고사리_104,고사리_105,고사리_115",00정-003
2000,밀양(납석)지구  정밀조사보고서,밀양지구,납석,경상남도 밀양시 교동 ,"유천_149,유천_150,청도_009,청도_010",00정-002
2000,서진(석회석)광산 정밀조사보고서,서진,석회석,"강원도 영월군 중동면 녹전리,강원도 영월군 중동면 이목리","예미_050,옥동_041",00정-001
2000,진도(금)지구 정밀조사보고서,가사도,"고령토,골재,규석,금,납석,은",전라남도 진도군 조도면 가사도리,"지산_112,지산_113,지산_122,지산_123",00정-004
2000,예미(철)지구 정밀조사보고서,신예미,철,강원도 정선군 신동읍 조동리,"예미_049,예미_059",00정-003
2000,성주(금)지구 정밀조사보고서,수륜,"금,은","경상북도 고령군 덕곡면 ,경상북도 고령군 운수면 ,경상북도 성주군 수륜면 ","구정_003,구정_004,구정_013,구정_014,현풍_143,현풍_144",00정-002
2000,봉화(아연)지구  정밀조사보고서,금호,"아연,연","경상북도 봉화군 소천면 ,경상북도 봉화군 재산면 ",현동_119,00정-001
1996,화천(우라늄)지역 정밀조사보고서,(화천지구),"기타,우라늄,토륨","강원도 화천군 상서면 ,강원도 화천군 상서면 산양리","산양리_055,산양리_065",96정-001
1996,증산(석회석)지구  정밀조사보고서,증산지구,석회석,"강원도 정선군 남면 무릉리,강원도 정선군 남면 유평리,강원도 정선군 화암면 몰운리","호명_103,호명_113,호명_114,호명_115,호명_123,호명_124,호명_125,호명_133,호명_134,호명_135",96정-008
1996,영춘(석회석)지구  정밀조사보고서,"광진연곡,대성단양,백광영천,현대단양",석회석,"충청북도 단양군 매포읍 ,충청북도 단양군 어상천면 ","영춘_106,영춘_107,영춘_116,영춘_125,영춘_126",96정-007
